slot_walker_name,slot_rect_label,slot_length,slot_length_abs_log1p,slot_length_frac,slot_width,slot_width_abs_log1p,slot_width_frac,slot_distance_unit,slot_speed,slot_speed_abs_log1p,slot_speed_unit,y
7,2,8.5,2.2512917986064953,0.5,17.0,2.8903717578961645,0.0,0,3.0,1.3862943611198906,0,17.0
1,7,6.0,1.9459101490553132,0.0,17.0,2.8903717578961645,0.0,3,1.0,0.6931471805599453,3,46.0
0,7,10.0,2.3978952727983707,0.0,5.0,1.791759469228055,0.0,1,3.0,1.3862943611198906,2,10.0
2,0,8.5,2.2512917986064953,0.5,12.0,2.5649493574615367,0.0,0,1.0,0.6931471805599453,0,41.0
2,0,13.5,2.6741486494265287,0.5,7.0,2.0794415416798357,0.0,1,41.0,3.7376696182833684,1,1.0
1,5,12.5,2.6026896854443837,0.5,2.0,1.0986122886681098,0.0,2,1.0,0.6931471805599453,2,29.0
3,4,2.0,1.0986122886681098,0.0,2.0,1.0986122886681098,0.0,0,8.0,2.1972245773362196,3,1.0
6,2,1.0,0.6931471805599453,0.0,5.0,1.791759469228055,0.0,0,12.0,2.5649493574615367,0,1.0
0,2,15.5,2.803360380906535,0.5,2.0,1.0986122886681098,0.0,2,35.0,3.58351893845611,1,1.0
4,7,7.5,2.1400661634962708,0.5,5.5,1.8718021769015913,0.5,0,26.0,3.295836866004329,0,1.0
0,2,15.5,2.803360380906535,0.5,14.5,2.740840023925201,0.5,2,15.0,2.772588722239781,2,4.0
1,4,12.0,2.5649493574615367,0.0,14.0,2.70805020110221,0.0,3,1.0,0.6931471805599453,3,52.0
4,0,14.5,2.740840023925201,0.5,9.5,2.3513752571634776,0.5,3,6.0,1.9459101490553132,3,8.0
0,1,14.0,2.70805020110221,0.0,7.0,2.0794415416798357,0.0,2,2.0,1.0986122886681098,1,21.0
6,5,10.0,2.3978952727983707,0.0,14.5,2.740840023925201,0.5,2,7.0,2.0794415416798357,1,7.0
5,7,10.5,2.4423470353692043,0.5,12.0,2.5649493574615367,0.0,0,9.0,2.302585092994046,0,5.0
6,4,17.5,2.917770732084279,0.5,7.5,2.1400661634962708,0.5,2,50.0,3.9318256327243257,2,1.0
6,0,10.5,2.4423470353692043,0.5,3.5,1.5040773967762742,0.5,1,1.0,0.6931471805599453,1,28.0
6,3,7.0,2.0794415416798357,0.0,14.5,2.740840023925201,0.5,1,43.0,3.784189633918261,2,1.0
2,5,11.0,2.4849066497880004,0.0,14.0,2.70805020110221,0.0,2,50.0,3.9318256327243257,2,1.0
4,0,14.5,2.740840023925201,0.5,10.0,2.3978952727983707,0.0,1,1.0,0.6931471805599453,2,49.0
5,0,15.0,2.772588722239781,0.0,12.5,2.6026896854443837,0.5,3,5.0,1.791759469228055,0,11.0
5,5,15.5,2.803360380906535,0.5,17.5,2.917770732084279,0.5,3,3.0,1.3862943611198906,0,22.0
1,7,9.0,2.302585092994046,0.0,2.0,1.0986122886681098,0.0,3,22.0,3.1354942159291497,3,1.0
5,7,15.5,2.803360380906535,0.5,5.0,1.791759469228055,0.0,2,1.0,0.6931471805599453,2,41.0
0,0,20.0,3.044522437723423,0.0,8.5,2.2512917986064953,0.5,0,57.0,4.060443010546419,0,1.0
1,1,20.0,3.044522437723423,0.0,18.0,2.9444389791664403,0.0,2,19.0,2.995732273553991,2,4.0
4,2,12.0,2.5649493574615367,0.0,3.5,1.5040773967762742,0.5,0,1.0,0.6931471805599453,0,31.0
2,7,6.5,2.0149030205422647,0.5,16.0,2.833213344056216,0.0,2,3.0,1.3862943611198906,1,15.0
4,0,10.5,2.4423470353692043,0.5,11.5,2.5257286443082556,0.5,2,2.0,1.0986122886681098,1,22.0
4,1,8.0,2.1972245773362196,0.0,16.0,2.833213344056216,0.0,3,3.0,1.3862943611198906,3,16.0
2,2,14.0,2.70805020110221,0.0,10.0,2.3978952727983707,0.0,0,8.0,2.1972245773362196,0,6.0
4,3,1.5,0.9162907318741551,0.5,18.5,2.970414465569701,0.5,2,2.0,1.0986122886681098,2,20.0
1,7,19.5,3.0204248861443626,0.5,18.5,2.970414465569701,0.5,1,4.0,1.6094379124341003,1,19.0
0,7,15.5,2.803360380906535,0.5,5.0,1.791759469228055,0.0,2,41.0,3.7376696182833684,2,1.0
2,1,9.5,2.3513752571634776,0.5,5.0,1.791759469228055,0.0,0,1.0,0.6931471805599453,3,29.0
2,2,3.0,1.3862943611198906,0.0,11.5,2.5257286443082556,0.5,2,1.0,0.6931471805599453,1,29.0
5,6,14.0,2.70805020110221,0.0,5.0,1.791759469228055,0.0,0,1.0,0.6931471805599453,0,38.0
4,2,2.0,1.0986122886681098,0.0,17.0,2.8903717578961645,0.0,0,38.0,3.6635616461296463,0,1.0
5,3,18.0,2.9444389791664403,0.0,14.0,2.70805020110221,0.0,0,8.0,2.1972245773362196,0,8.0
2,5,3.5,1.5040773967762742,0.5,9.5,2.3513752571634776,0.5,3,2.0,1.0986122886681098,3,13.0
2,3,11.5,2.5257286443082556,0.5,14.0,2.70805020110221,0.0,1,3.0,1.3862943611198906,1,17.0
3,1,17.0,2.8903717578961645,0.0,4.5,1.7047480922384253,0.5,0,43.0,3.784189633918261,3,1.0
4,1,20.0,3.044522437723423,0.0,4.0,1.6094379124341003,0.0,3,3.0,1.3862943611198906,3,16.0
1,6,15.0,2.772588722239781,0.0,17.5,2.917770732084279,0.5,2,1.0,0.6931471805599453,2,65.0
