slot_person_name,slot_giver_name,slot_purpose,slot_num_bills,slot_num_bills_abs_log1p,slot_num_bills_is_even,slot_num_bills_mod3,slot_num_bills_mod5,slot_num_bills_mod7,slot_num_bills_mod10,slot_bill_name,slot_bill_value_dollars,slot_bill_value_dollars_abs_log1p,slot_bill_value_dollars_is_even,slot_bill_value_dollars_mod3,slot_bill_value_dollars_mod5,slot_bill_value_dollars_mod7,slot_bill_value_dollars_mod10,slot_num_coins,slot_num_coins_abs_log1p,slot_num_coins_is_even,slot_num_coins_mod3,slot_num_coins_mod5,slot_num_coins_mod7,slot_num_coins_mod10,slot_coin_name,slot_coin_value_cents,slot_coin_value_cents_abs_log1p,slot_coin_value_cents_is_even,slot_coin_value_cents_mod3,slot_coin_value_cents_mod5,slot_coin_value_cents_mod7,slot_coin_value_cents_mod10,slot_frac_num,slot_frac_num_abs_log1p,slot_frac_num_is_even,slot_frac_num_mod3,slot_frac_num_mod5,slot_frac_num_mod7,slot_frac_num_mod10,slot_frac_den,slot_frac_den_abs_log1p,slot_frac_den_is_even,slot_frac_den_mod3,slot_frac_den_mod5,slot_frac_den_mod7,slot_frac_den_mod10,gcd_all,n_multiple_pairs,y
7,6,0,12,2.5649493574615367,1,0,2,5,2,2,50,3.9318256327243257,1,2,0,1,0,308,5.733341276897746,1,2,3,0,8,1,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,4,330.8
0,6,3,78,4.3694478524670215,1,0,3,1,8,0,10,2.3978952727983707,1,1,0,3,0,306,5.726847747587197,1,0,1,5,6,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,7,275.3
0,2,0,26,3.295836866004329,1,2,1,5,6,4,20,3.044522437723423,1,2,0,6,0,122,4.812184355372417,1,2,2,3,2,4,50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,9,321.0
1,3,4,9,2.302585092994046,0,0,4,2,9,1,1,0.6931471805599453,0,1,1,1,1,91,4.5217885770490405,0,1,1,0,1,1,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,10,12.1
4,7,1,51,3.9512437185814275,0,0,1,2,1,2,50,3.9318256327243257,1,2,0,1,0,47,3.871201010907891,0,2,2,5,7,3,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,7,861.75
7,1,2,90,4.51085950651685,1,0,0,6,0,3,5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,1,0,3,6,8,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,9,300.48
6,7,0,4,1.6094379124341003,1,1,4,4,4,4,20,3.044522437723423,1,2,0,6,0,85,4.454347296253507,0,1,0,1,5,4,50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,9,82.5
0,1,0,20,3.044522437723423,1,2,0,6,0,0,10,2.3978952727983707,1,1,0,3,0,314,5.752572638825633,1,2,4,6,4,3,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,9,178.5
0,3,6,30,3.4339872044851463,1,0,0,2,0,5,100,4.61512051684126,1,1,0,2,0,160,5.081404364984463,1,1,0,6,0,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,9,508.0
1,4,6,24,3.2188758248682006,1,0,4,3,4,1,1,0.6931471805599453,0,1,1,1,1,276,5.6240175061873385,1,0,1,3,6,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,11,25.8
1,6,1,90,4.51085950651685,1,0,0,6,0,5,100,4.61512051684126,1,1,0,2,0,66,4.204692619390966,1,0,1,3,6,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,9,5400.66
0,5,2,18,2.9444389791664403,1,0,3,4,8,1,1,0.6931471805599453,0,1,1,1,1,297,5.697093486505405,0,0,2,3,7,1,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,9,41.7
4,2,4,12,2.5649493574615367,1,0,2,5,2,5,100,4.61512051684126,1,1,0,2,0,354,5.872117789475416,1,0,4,4,4,1,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,5,1035.4
4,1,5,51,3.9512437185814275,0,0,1,2,1,0,10,2.3978952727983707,1,1,0,3,0,55,4.02535169073515,0,1,0,6,5,4,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,4,367.5
1,5,1,12,2.5649493574615367,1,0,2,5,2,2,50,3.9318256327243257,1,2,0,1,0,119,4.787491742782046,0,2,4,0,9,4,50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,7,259.5
6,6,2,27,3.332204510175204,0,0,2,6,7,0,10,2.3978952727983707,1,1,0,3,0,225,5.420534999272286,0,0,0,1,5,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,11,92.25
1,1,5,4,1.6094379124341003,1,1,4,4,4,3,5,1.791759469228055,0,2,0,5,5,197,5.288267030694535,0,2,2,1,7,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,4,19.85
1,2,6,16,2.833213344056216,1,1,1,2,6,5,100,4.61512051684126,1,1,0,2,0,112,4.727387818712341,1,1,2,0,2,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,9,805.6
3,1,1,78,4.3694478524670215,1,0,3,1,8,2,50,3.9318256327243257,1,2,0,1,0,100,4.61512051684126,1,1,0,2,0,4,50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,9,700.0
5,5,0,3,1.3862943611198906,0,0,3,3,3,0,10,2.3978952727983707,1,1,0,3,0,361,5.8916442118257715,0,1,1,4,1,3,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,2,110.25
7,4,2,20,3.044522437723423,1,2,0,6,0,1,1,0.6931471805599453,0,1,1,1,1,390,5.968707559985366,1,0,0,5,0,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,13,29.5
5,2,1,65,4.189654742026425,0,2,0,2,5,1,1,0.6931471805599453,0,1,1,1,1,251,5.529429087511423,0,2,1,6,1,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,10,28.51
1,2,2,12,2.5649493574615367,1,0,2,5,2,0,10,2.3978952727983707,1,1,0,3,0,66,4.204692619390966,1,0,1,3,6,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,6,83.3
4,2,1,66,4.204692619390966,1,0,1,3,6,5,100,4.61512051684126,1,1,0,2,0,126,4.844187086458591,1,0,1,0,6,4,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,8,2263.0
0,6,0,50,3.9318256327243257,1,2,0,1,0,5,100,4.61512051684126,1,1,0,2,0,398,5.988961416889864,1,2,3,6,8,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,6,3019.9
5,1,3,70,4.2626798770413155,1,1,0,0,0,3,5,1.791759469228055,0,2,0,5,5,86,4.465908118654584,1,2,1,2,6,4,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,5,323.0
2,2,2,12,2.5649493574615367,1,0,2,5,2,5,100,4.61512051684126,1,1,0,2,0,211,5.356586274672012,0,1,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,7,421.1
0,7,1,18,2.9444389791664403,1,0,3,4,8,3,5,1.791759469228055,0,2,0,5,5,100,4.61512051684126,1,1,0,2,0,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,10,31.0
0,0,6,54,4.007333185232471,1,0,4,5,4,5,100,4.61512051684126,1,1,0,2,0,174,5.1647859739235145,1,0,4,6,4,1,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,6,2717.4
7,0,4,36,3.6109179126442243,1,0,1,1,6,3,5,1.791759469228055,0,2,0,5,5,29,3.4011973816621555,0,2,4,1,9,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,7,91.45
2,2,3,57,4.060443010546419,0,0,2,1,7,4,20,3.044522437723423,1,2,0,6,0,243,5.497168225293202,0,0,3,5,3,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,4,772.15
3,6,6,18,2.9444389791664403,1,0,3,4,8,5,100,4.61512051684126,1,1,0,2,0,198,5.293304824724492,1,0,3,2,8,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,11,901.98
3,4,0,76,4.343805421853684,1,1,1,6,6,1,1,0.6931471805599453,0,1,1,1,1,375,5.929589143389895,0,0,0,4,5,3,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,11,112.75
3,5,2,34,3.5553480614894135,1,1,4,6,4,2,50,3.9318256327243257,1,2,0,1,0,178,5.187385805840755,1,1,3,3,8,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,9,858.9
6,4,3,60,4.110873864173311,1,0,0,4,0,5,100,4.61512051684126,1,1,0,2,0,190,5.25227342804663,1,1,0,1,0,3,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,7,2047.5
0,1,2,54,4.007333185232471,1,0,4,5,4,4,20,3.044522437723423,1,2,0,6,0,329,5.799092654460526,0,2,4,0,9,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,7,196.45
2,1,2,36,3.6109179126442243,1,0,1,1,6,4,20,3.044522437723423,1,2,0,6,0,115,4.7535901911063645,0,1,0,3,5,4,50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,8,417.5
3,4,6,114,4.74493212836325,1,0,4,2,4,3,5,1.791759469228055,0,2,0,5,5,251,5.529429087511423,0,2,1,6,1,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,6,382.51
4,3,0,36,3.6109179126442243,1,0,1,1,6,3,5,1.791759469228055,0,2,0,5,5,162,5.093750200806762,1,0,2,1,2,4,50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,8,141.0
4,6,1,80,4.394449154672439,1,2,0,3,0,4,20,3.044522437723423,1,2,0,6,0,368,5.910796644040527,1,2,3,4,8,3,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,4,1292.0
0,3,1,25,3.258096538021482,0,1,0,4,5,5,100,4.61512051684126,1,1,0,2,0,246,5.5093883366279774,1,0,1,1,6,1,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,6,2024.6
7,0,1,75,4.330733340286331,0,0,0,5,5,5,100,4.61512051684126,1,1,0,2,0,117,4.770684624465665,0,0,2,5,7,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,9,4501.17
0,3,1,108,4.6913478822291435,1,0,3,3,8,0,10,2.3978952727983707,1,1,0,3,0,90,4.51085950651685,1,0,0,6,0,4,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,2,5,765.0
4,7,5,27,3.332204510175204,0,0,2,6,7,0,10,2.3978952727983707,1,1,0,3,0,252,5.53338948872752,1,0,2,0,2,1,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,6,205.2
5,1,6,50,3.9318256327243257,1,2,0,1,0,2,50,3.9318256327243257,1,2,0,1,0,129,4.867534450455582,0,0,4,3,9,4,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,9,1064.5
0,4,0,100,4.61512051684126,1,1,0,2,0,0,10,2.3978952727983707,1,1,0,3,0,275,5.62040086571715,0,2,0,2,5,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,13,213.75
0,3,5,68,4.23410650459726,1,2,3,5,8,0,10,2.3978952727983707,1,1,0,3,0,296,5.6937321388027,1,2,1,2,6,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,11,172.96
5,4,4,36,3.6109179126442243,1,0,1,1,6,2,50,3.9318256327243257,1,2,0,1,0,118,4.77912349311153,1,1,3,6,8,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,7,455.9
0,0,3,40,3.713572066704308,1,1,0,5,0,5,100,4.61512051684126,1,1,0,2,0,125,4.836281906951478,0,2,0,6,5,1,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,9,1612.5
7,0,5,38,3.6635616461296463,1,2,3,3,8,4,20,3.044522437723423,1,2,0,6,0,69,4.248495242049359,0,0,4,6,9,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,8,383.45
7,4,2,90,4.51085950651685,1,0,0,6,0,0,10,2.3978952727983707,1,1,0,3,0,95,4.564348191467836,0,2,0,4,5,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,10,540.95
7,0,3,120,4.795790545596741,1,0,0,1,0,0,10,2.3978952727983707,1,1,0,3,0,200,5.303304908059076,1,2,0,4,0,4,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,10,500.0
4,0,0,96,4.574710978503383,1,0,1,5,6,2,50,3.9318256327243257,1,2,0,1,0,142,4.962844630259907,1,1,2,2,2,4,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,7,1671.0
5,5,4,120,4.795790545596741,1,0,0,1,0,2,50,3.9318256327243257,1,2,0,1,0,166,5.117993812416755,1,1,1,5,6,1,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,8,2016.6
2,6,6,28,3.367295829986474,1,1,3,0,8,3,5,1.791759469228055,0,2,0,5,5,242,5.493061443340548,1,2,2,4,2,3,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,8,130.5
0,4,5,36,3.6109179126442243,1,0,1,1,6,5,100,4.61512051684126,1,1,0,2,0,358,5.883322388488279,1,1,3,1,8,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,9,2403.58
5,4,2,12,2.5649493574615367,1,0,2,5,2,2,50,3.9318256327243257,1,2,0,1,0,28,3.367295829986474,1,1,3,0,8,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,4,501.4
5,3,6,21,3.091042453358316,0,0,1,0,1,5,100,4.61512051684126,1,1,0,2,0,195,5.278114659230517,0,0,0,6,5,4,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,5,1497.5
4,0,0,42,3.7612001156935624,1,0,2,0,2,2,50,3.9318256327243257,1,2,0,1,0,236,5.4680601411351315,1,2,1,5,6,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,5,1411.8
0,6,6,100,4.61512051684126,1,1,0,2,0,1,1,0.6931471805599453,0,1,1,1,1,112,4.727387818712341,1,1,2,0,2,4,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,11,96.0
3,0,1,20,3.044522437723423,1,2,0,6,0,0,10,2.3978952727983707,1,1,0,3,0,34,3.5553480614894135,1,1,4,6,4,4,50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,8,67.0
0,5,3,32,3.4965075614664802,1,2,2,4,2,4,20,3.044522437723423,1,2,0,6,0,58,4.07753744390572,1,1,3,2,8,3,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,2,494.5
1,0,4,36,3.6109179126442243,1,0,1,1,6,1,1,0.6931471805599453,0,1,1,1,1,25,3.258096538021482,0,1,0,4,5,3,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,8,33.25
0,0,5,36,3.6109179126442243,1,0,1,1,6,0,10,2.3978952727983707,1,1,0,3,0,117,4.770684624465665,0,0,2,5,7,4,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,5,238.5
4,5,0,30,3.4339872044851463,1,0,0,2,0,5,100,4.61512051684126,1,1,0,2,0,247,5.5134287461649825,0,1,2,2,7,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,8,2502.47
3,2,2,84,4.442651256490317,1,0,4,0,4,3,5,1.791759469228055,0,2,0,5,5,249,5.521460917862246,0,0,4,4,9,1,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,4,374.9
2,2,0,102,4.634728988229636,1,0,2,4,2,2,50,3.9318256327243257,1,2,0,1,0,339,5.8289456176102075,0,0,4,3,9,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,9,2553.39
6,7,4,30,3.4339872044851463,1,0,0,2,0,2,50,3.9318256327243257,1,2,0,1,0,361,5.8916442118257715,0,1,1,4,1,1,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,10,786.1
6,5,6,95,4.564348191467836,0,2,0,4,5,0,10,2.3978952727983707,1,1,0,3,0,350,5.860786223465865,1,2,0,0,0,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,13,207.5
1,4,0,6,1.9459101490553132,1,0,1,6,6,1,1,0.6931471805599453,0,1,1,1,1,275,5.62040086571715,0,2,0,2,5,3,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,11,69.75
0,5,0,32,3.4965075614664802,1,2,2,4,2,1,1,0.6931471805599453,0,1,1,1,1,89,4.499809670330265,0,2,4,5,9,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,13,16.89
0,2,0,60,4.110873864173311,1,0,0,4,0,4,20,3.044522437723423,1,2,0,6,0,220,5.3981627015177525,1,1,0,3,0,3,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,8,455.0
4,0,0,30,3.4339872044851463,1,0,0,2,0,4,20,3.044522437723423,1,2,0,6,0,361,5.8916442118257715,0,1,1,4,1,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,6,518.05
