slot_person_name,slot_service_name,slot_period_label,slot_num_periods,slot_num_periods_abs_log1p,slot_num_periods_is_even,slot_num_periods_mod3,slot_num_periods_mod5,slot_num_periods_mod7,slot_num_periods_mod10,slot_qty1,slot_qty1_abs_log1p,slot_qty1_is_even,slot_qty1_mod3,slot_qty1_mod5,slot_qty1_mod7,slot_qty1_mod10,slot_qty2,slot_qty2_abs_log1p,slot_qty2_is_even,slot_qty2_mod3,slot_qty2_mod5,slot_qty2_mod7,slot_qty2_mod10,slot_qty3,slot_qty3_abs_log1p,slot_qty3_is_even,slot_qty3_mod3,slot_qty3_mod5,slot_qty3_mod7,slot_qty3_mod10,slot_pricing_unit1,slot_pricing_unit2,slot_pricing_unit3,slot_count_unit1,slot_count_unit2,slot_count_unit3,slot_price1,slot_price1_abs_log1p,slot_price2,slot_price2_abs_log1p,slot_price3,slot_price3_abs_log1p,slot_currency_symbol,gcd_all,n_multiple_pairs,y
0,4,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,0,1,2,0,1,2,7.0,2.0794415416798357,20.0,3.044522437723423,15.0,2.772588722239781,0,1,2,370.0
5,2,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,10,9,8,10,9,8,7.0,2.0794415416798357,12.0,2.5649493574615367,20.0,3.044522437723423,1,1,3,396.0
7,2,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,4,0,2,4,0,2,14.0,2.70805020110221,16.0,2.833213344056216,4.0,1.6094379124341003,0,1,6,140.0
1,4,2,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,5,1,2,5,1,2,13.0,2.6390573296152584,10.0,2.3978952727983707,6.0,1.9459101490553132,0,1,4,378.0
1,2,2,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,11,0,6,11,0,6,15.0,2.772588722239781,3.0,1.3862943611198906,5.0,1.791759469228055,0,1,5,438.0
2,3,0,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,10,11,3,10,11,3,11.0,2.4849066497880004,12.0,2.5649493574615367,13.0,2.6390573296152584,1,1,2,1146.0
7,2,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,7,6,1,7,6,6.0,1.9459101490553132,12.0,2.5649493574615367,14.0,2.70805020110221,0,1,3,204.0
6,2,2,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,9,11,10,9,11,10,9.0,2.302585092994046,16.0,2.833213344056216,18.0,2.9444389791664403,2,1,2,444.0
5,0,0,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,0,7,0,0,7,0,6.0,1.9459101490553132,16.0,2.833213344056216,9.0,2.302585092994046,2,1,3,364.0
2,2,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,0,11,3,0,11,3,11.0,2.4849066497880004,7.0,2.0794415416798357,6.0,1.9459101490553132,2,1,1,308.0
7,4,0,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,7,2,5,7,2,8.0,2.1972245773362196,11.0,2.4849066497880004,15.0,2.772588722239781,1,1,4,276.0
7,4,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,3,3,11,3,3,11,7.0,2.0794415416798357,13.0,2.6390573296152584,14.0,2.70805020110221,2,1,6,144.0
1,2,1,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,11,7,1,11,7,1,20.0,3.044522437723423,13.0,2.6390573296152584,11.0,2.4849066497880004,2,1,4,1352.0
4,1,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,10,6,9,10,6,9,19.0,2.995732273553991,10.0,2.3978952727983707,7.0,2.0794415416798357,2,1,2,628.0
2,1,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,11,4,11,11,4,11,12.0,2.5649493574615367,18.0,2.9444389791664403,5.0,1.791759469228055,0,1,4,309.0
0,0,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,7,11,5,7,11,5,19.0,2.995732273553991,5.0,1.791759469228055,4.0,1.6094379124341003,1,1,3,411.0
7,1,1,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,10,9,0,10,9,0,12.0,2.5649493574615367,11.0,2.4849066497880004,8.0,2.1972245773362196,1,1,1,445.0
6,4,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,6,3,8,6,3,8,13.0,2.6390573296152584,19.0,2.995732273553991,10.0,2.3978952727983707,0,1,3,1128.0
0,2,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,7,0,0,7,0,0,15.0,2.772588722239781,5.0,1.791759469228055,17.0,2.8903717578961645,0,1,1,208.0
1,0,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,8,1,2,8,1,18.0,2.9444389791664403,7.0,2.0794415416798357,3.0,1.3862943611198906,0,1,4,385.0
5,3,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,4,3,7,4,3,7,6.0,1.9459101490553132,16.0,2.833213344056216,19.0,2.995732273553991,2,2,4,760.0
5,0,1,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,5,10,7,5,10,7,17.0,2.8903717578961645,8.0,2.1972245773362196,19.0,2.995732273553991,1,6,6,1584.0
1,0,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,6,10,9,6,10,9,10.0,2.3978952727983707,9.0,2.302585092994046,10.0,2.3978952727983707,1,1,1,945.0
6,2,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,10,0,6,10,0,15.0,2.772588722239781,8.0,2.1972245773362196,15.0,2.772588722239781,0,1,4,184.0
6,0,2,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,9,3,1,9,3,10.0,2.3978952727983707,4.0,1.6094379124341003,7.0,2.0794415416798357,0,1,3,368.0
2,3,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,10,10,9,10,10,9,17.0,2.8903717578961645,3.0,1.3862943611198906,6.0,1.9459101490553132,0,1,2,496.0
3,0,0,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,6,5,1,6,5,1,18.0,2.9444389791664403,19.0,2.995732273553991,5.0,1.791759469228055,0,1,2,1288.0
5,4,0,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,5,11,7,5,11,7,18.0,2.9444389791664403,11.0,2.4849066497880004,20.0,3.044522437723423,1,1,5,574.0
2,3,2,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,9,10,9,9,10,9,13.0,2.6390573296152584,6.0,1.9459101490553132,14.0,2.70805020110221,2,1,1,1064.0
2,1,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,11,1,10,11,1,10,9.0,2.302585092994046,18.0,2.9444389791664403,11.0,2.4849066497880004,1,2,6,188.0
7,3,1,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,11,3,11,11,3,11,10.0,2.3978952727983707,12.0,2.5649493574615367,5.0,1.791759469228055,2,1,3,1000.0
5,4,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,0,3,6,0,3,6,5.0,1.791759469228055,17.0,2.8903717578961645,16.0,2.833213344056216,2,1,2,615.0
2,1,0,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,0,3,3,0,3,3,11.0,2.4849066497880004,8.0,2.1972245773362196,15.0,2.772588722239781,1,1,1,944.0
2,3,1,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,6,2,1,6,2,19.0,2.995732273553991,15.0,2.772588722239781,5.0,1.791759469228055,2,1,6,192.0
1,2,0,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,10,1,4,10,1,14.0,2.70805020110221,6.0,1.9459101490553132,20.0,3.044522437723423,1,1,6,132.0
3,0,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,3,11,3,3,11,13.0,2.6390573296152584,9.0,2.302585092994046,5.0,1.791759469228055,2,1,3,240.0
7,3,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,4,9,1,4,9,1,4.0,1.6094379124341003,10.0,2.3978952727983707,4.0,1.6094379124341003,2,1,2,172.0
6,2,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,4,7,8,4,7,8,6.0,1.9459101490553132,3.0,1.3862943611198906,10.0,2.3978952727983707,1,1,2,588.0
7,4,2,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,6,10,8,6,10,8,13.0,2.6390573296152584,4.0,1.6094379124341003,9.0,2.302585092994046,2,1,5,355.0
5,4,0,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,5,3,3,5,3,17.0,2.8903717578961645,4.0,1.6094379124341003,7.0,2.0794415416798357,0,3,6,405.0
2,4,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,6,11,4,6,11,4,16.0,2.833213344056216,15.0,2.772588722239781,20.0,3.044522437723423,0,1,3,1210.0
6,3,2,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,7,11,1,7,11,12.0,2.5649493574615367,16.0,2.833213344056216,7.0,2.0794415416798357,2,1,4,658.0
2,2,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,9,2,11,9,2,11,13.0,2.6390573296152584,10.0,2.3978952727983707,8.0,2.1972245773362196,1,1,1,504.0
6,1,2,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,5,10,2,5,10,2,4.0,1.6094379124341003,13.0,2.6390573296152584,5.0,1.791759469228055,1,1,4,486.0
2,2,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4,1,5,4,1,5,6.0,1.9459101490553132,8.0,2.1972245773362196,16.0,2.833213344056216,1,1,6,444.0
2,1,0,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,5,2,3,5,2,19.0,2.995732273553991,5.0,1.791759469228055,19.0,2.995732273553991,1,1,4,469.0
3,3,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,7,5,7,7,5,7,7.0,2.0794415416798357,6.0,1.9459101490553132,11.0,2.4849066497880004,1,1,1,570.0
2,3,1,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,7,3,8,7,3,8,3.0,1.3862943611198906,12.0,2.5649493574615367,16.0,2.833213344056216,2,1,3,721.0
3,4,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,9,6,3,9,6,3,6.0,1.9459101490553132,6.0,1.9459101490553132,3.0,1.3862943611198906,2,1,3,207.0
5,4,1,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,0,1,7,0,1,7,4.0,1.6094379124341003,12.0,2.5649493574615367,13.0,2.6390573296152584,1,1,2,498.0
7,1,1,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,7,7,8,7,7,8,10.0,2.3978952727983707,15.0,2.772588722239781,6.0,1.9459101490553132,2,1,3,730.0
6,0,1,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,4,0,4,4,0,4,11.0,2.4849066497880004,14.0,2.70805020110221,7.0,2.0794415416798357,2,1,1,1224.0
4,1,2,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,4,4,1,4,4,19.0,2.995732273553991,18.0,2.9444389791664403,19.0,2.995732273553991,0,1,2,1192.0
0,0,1,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,7,10,4,7,10,3.0,1.3862943611198906,6.0,1.9459101490553132,20.0,3.044522437723423,2,1,1,756.0
3,0,1,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,0,4,7,0,4,7,9.0,2.302585092994046,4.0,1.6094379124341003,5.0,1.791759469228055,0,1,1,516.0
0,3,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,0,4,1,0,4,1,8.0,2.1972245773362196,18.0,2.9444389791664403,6.0,1.9459101490553132,0,1,1,318.0
5,4,1,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,9,8,1,9,8,1,14.0,2.70805020110221,7.0,2.0794415416798357,7.0,2.0794415416798357,0,1,1,896.0
4,4,0,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,8,3,5,8,3,6.0,1.9459101490553132,17.0,2.8903717578961645,19.0,2.995732273553991,0,1,3,832.0
7,3,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,6,4,7,6,4,7,20.0,3.044522437723423,19.0,2.995732273553991,14.0,2.70805020110221,2,1,6,296.0
5,4,2,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,5,0,6,5,0,6,3.0,1.3862943611198906,4.0,1.6094379124341003,12.0,2.5649493574615367,2,1,4,357.0
7,0,2,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,11,9,1,11,9,1,7.0,2.0794415416798357,13.0,2.6390573296152584,16.0,2.833213344056216,1,1,6,180.0
0,1,2,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,2,9,1,2,9,5.0,1.791759469228055,19.0,2.995732273553991,6.0,1.9459101490553132,1,1,4,312.0
3,3,1,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,7,0,11,7,0,11,4.0,1.6094379124341003,6.0,1.9459101490553132,8.0,2.1972245773362196,0,1,6,96.0
7,0,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,5,1,8,5,1,8,6.0,1.9459101490553132,9.0,2.302585092994046,8.0,2.1972245773362196,1,1,2,555.0
4,1,0,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,6,3,7,6,3,7,6.0,1.9459101490553132,12.0,2.5649493574615367,4.0,1.6094379124341003,0,1,4,378.0
3,2,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,11,10,3,11,10,14.0,2.70805020110221,18.0,2.9444389791664403,6.0,1.9459101490553132,0,1,3,770.0
