slot_seller_name,slot_venue,slot_currency_symbol,slot_item1_name_plural,slot_item2_name_plural,slot_item3_name_plural,slot_qty1,slot_qty1_abs_log1p,slot_qty1_is_even,slot_qty1_mod3,slot_qty1_mod5,slot_qty1_mod7,slot_qty1_mod10,slot_qty2,slot_qty2_abs_log1p,slot_qty2_is_even,slot_qty2_mod3,slot_qty2_mod5,slot_qty2_mod7,slot_qty2_mod10,slot_qty3,slot_qty3_abs_log1p,slot_qty3_is_even,slot_qty3_mod3,slot_qty3_mod5,slot_qty3_mod7,slot_qty3_mod10,slot_price1,slot_price1_abs_log1p,slot_price1_frac,slot_price1_n_decimals,slot_price2,slot_price2_abs_log1p,slot_price2_frac,slot_price2_n_decimals,slot_price3,slot_price3_abs_log1p,slot_price3_frac,slot_price3_n_decimals,gcd_all,n_multiple_pairs,y
3,2,2,4,11,10,19,2.995732273553991,0,1,4,5,9,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,6.75,2.0476928433652555,0.75,2,9.25,2.327277705584417,0.25,2,8.25,2.224623551524334,0.25,2,1,1,320.75
1,0,1,1,7,13,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,0,5,0,8.5,2.2512917986064953,0.5,1,7.0,2.0794415416798357,0.0,1,1.25,0.8109302162163288,0.25,2,2,2,109.0
6,1,0,4,8,6,23,3.1780538303479458,0,2,3,2,3,7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,7.75,2.169053700369523,0.75,2,1.5,0.9162907318741551,0.5,1,9.0,2.302585092994046,0.0,1,1,0,359.75
4,4,2,10,13,4,4,1.6094379124341003,1,1,4,4,4,33,3.5263605246161616,0,0,3,5,3,16,2.833213344056216,1,1,1,2,6,4.75,1.749199854809259,0.75,2,8.75,2.277267285009756,0.75,2,1.0,0.6931471805599453,0.0,1,1,1,323.75
6,4,2,6,12,8,27,3.332204510175204,0,0,2,6,7,24,3.2188758248682006,1,0,4,3,4,13,2.6390573296152584,0,1,3,6,3,0.75,0.5596157879354227,0.75,2,4.0,1.6094379124341003,0.0,1,2.5,1.252762968495368,0.5,1,1,0,148.75
10,5,2,1,10,1,26,3.295836866004329,1,2,1,5,6,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,10.0,2.3978952727983707,0.0,1,10.0,2.3978952727983707,0.0,1,3.25,1.4469189829363254,0.25,2,2,3,526.5
5,2,2,14,7,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,33,3.5263605246161616,0,0,3,5,3,7.75,2.169053700369523,0.75,2,6.25,1.9810014688665833,0.25,2,4.5,1.7047480922384253,0.5,1,1,1,182.75
7,4,2,0,8,13,19,2.995732273553991,0,1,4,5,9,29,3.4011973816621555,0,2,4,1,9,22,3.1354942159291497,1,1,2,1,2,2.5,1.252762968495368,0.5,1,8.75,2.277267285009756,0.75,2,2.0,1.0986122886681098,0.0,1,1,0,345.25
7,4,0,12,6,4,18,2.9444389791664403,1,0,3,4,8,30,3.4339872044851463,1,0,0,2,0,14,2.70805020110221,1,2,4,0,4,7.75,2.169053700369523,0.75,2,9.75,2.3749057545736716,0.75,2,7.75,2.169053700369523,0.75,2,2,0,540.5
10,5,1,0,14,13,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,6.5,2.0149030205422647,0.5,1,8.25,2.224623551524334,0.25,2,5.75,1.9095425048844386,0.75,2,1,0,242.0
0,5,0,10,2,13,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,18,2.9444389791664403,1,0,3,4,8,6.0,1.9459101490553132,0.0,1,3.25,1.4469189829363254,0.25,2,6.75,2.0476928433652555,0.75,2,2,2,212.0
10,3,0,12,7,11,38,3.6635616461296463,1,2,3,3,8,29,3.4011973816621555,0,2,4,1,9,28,3.367295829986474,1,1,3,0,8,1.5,0.9162907318741551,0.5,1,9.0,2.302585092994046,0.0,1,1.0,0.6931471805599453,0.0,1,1,0,346.0
5,5,1,1,14,11,8,2.1972245773362196,1,2,3,1,8,24,3.2188758248682006,1,0,4,3,4,24,3.2188758248682006,1,0,4,3,4,2.0,1.0986122886681098,0.0,1,10.0,2.3978952727983707,0.0,1,7.5,2.1400661634962708,0.5,1,8,3,436.0
9,3,2,1,9,11,9,2.302585092994046,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,17,2.8903717578961645,0,2,2,3,7,1.75,1.0116009116784799,0.75,2,0.25,0.22314355131420976,0.25,2,9.5,2.3513752571634776,0.5,1,1,0,180.75
11,5,0,8,9,6,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,31,3.4657359027997265,0,1,1,3,1,10.0,2.3978952727983707,0.0,1,5.5,1.8718021769015913,0.5,1,3.0,1.3862943611198906,0.0,1,1,0,187.0
0,0,0,10,2,11,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,7.75,2.169053700369523,0.75,2,4.5,1.7047480922384253,0.5,1,3.5,1.5040773967762742,0.5,1,2,0,200.0
6,5,1,3,6,4,25,3.258096538021482,0,1,0,4,5,15,2.772588722239781,0,0,0,1,5,21,3.091042453358316,0,0,1,0,1,3.75,1.55814461804655,0.75,2,2.75,1.3217558399823195,0.75,2,9.25,2.327277705584417,0.25,2,1,0,329.25
4,3,2,1,14,4,19,2.995732273553991,0,1,4,5,9,24,3.2188758248682006,1,0,4,3,4,29,3.4011973816621555,0,2,4,1,9,2.25,1.1786549963416462,0.25,2,9.25,2.327277705584417,0.25,2,5.75,1.9095425048844386,0.75,2,1,0,431.5
11,0,1,6,5,9,25,3.258096538021482,0,1,0,4,5,31,3.4657359027997265,0,1,1,3,1,31,3.4657359027997265,0,1,1,3,1,4.25,1.6582280766035324,0.25,2,2.5,1.252762968495368,0.5,1,9.0,2.302585092994046,0.0,1,1,1,462.75
6,4,2,11,14,1,23,3.1780538303479458,0,2,3,2,3,7,2.0794415416798357,0,1,2,0,7,17,2.8903717578961645,0,2,2,3,7,1.5,0.9162907318741551,0.5,1,9.0,2.302585092994046,0.0,1,9.0,2.302585092994046,0.0,1,1,0,250.5
9,1,1,6,7,10,17,2.8903717578961645,0,2,2,3,7,14,2.70805020110221,1,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,4.0,1.6094379124341003,0.0,1,4.0,1.6094379124341003,0.0,1,5.0,1.791759469228055,0.0,1,1,0,164.0
8,5,0,8,14,6,17,2.8903717578961645,0,2,2,3,7,37,3.6375861597263857,0,1,2,2,7,17,2.8903717578961645,0,2,2,3,7,8.75,2.277267285009756,0.75,2,3.0,1.3862943611198906,0.0,1,5.25,1.8325814637483102,0.25,2,1,1,349.0
8,1,2,4,4,6,35,3.58351893845611,0,2,0,0,5,12,2.5649493574615367,1,0,2,5,2,28,3.367295829986474,1,1,3,0,8,7.25,2.1102132003465894,0.25,2,10.0,2.3978952727983707,0.0,1,5.0,1.791759469228055,0.0,1,1,0,513.75
1,4,0,10,13,4,24,3.2188758248682006,1,0,4,3,4,31,3.4657359027997265,0,1,1,3,1,2,1.0986122886681098,1,2,2,2,2,7.25,2.1102132003465894,0.25,2,0.75,0.5596157879354227,0.75,2,2.5,1.252762968495368,0.5,1,1,1,202.25
5,2,1,0,6,12,38,3.6635616461296463,1,2,3,3,8,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,3.0,1.3862943611198906,0.0,1,0.75,0.5596157879354227,0.75,2,5.75,1.9095425048844386,0.75,2,1,0,136.5
3,5,0,12,4,11,29,3.4011973816621555,0,2,4,1,9,11,2.4849066497880004,0,2,1,4,1,24,3.2188758248682006,1,0,4,3,4,7.75,2.169053700369523,0.75,2,9.5,2.3513752571634776,0.5,1,5.75,1.9095425048844386,0.75,2,1,0,467.25
6,4,0,7,4,5,34,3.5553480614894135,1,1,4,6,4,28,3.367295829986474,1,1,3,0,8,2,1.0986122886681098,1,2,2,2,2,2.25,1.1786549963416462,0.25,2,2.5,1.252762968495368,0.5,1,9.5,2.3513752571634776,0.5,1,2,2,165.5
1,5,1,1,2,11,8,2.1972245773362196,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,4.75,1.749199854809259,0.75,2,7.25,2.1102132003465894,0.25,2,5.0,1.791759469228055,0.0,1,1,0,154.5
10,5,1,8,8,2,36,3.6109179126442243,1,0,1,1,6,33,3.5263605246161616,0,0,3,5,3,20,3.044522437723423,1,2,0,6,0,4.5,1.7047480922384253,0.5,1,6.0,1.9459101490553132,0.0,1,6.25,1.9810014688665833,0.25,2,1,0,485.0
4,0,0,5,7,11,24,3.2188758248682006,1,0,4,3,4,13,2.6390573296152584,0,1,3,6,3,17,2.8903717578961645,0,2,2,3,7,2.25,1.1786549963416462,0.25,2,9.5,2.3513752571634776,0.5,1,0.75,0.5596157879354227,0.75,2,1,0,190.25
7,5,1,1,12,0,13,2.6390573296152584,0,1,3,6,3,14,2.70805020110221,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,5.5,1.8718021769015913,0.5,1,0.75,0.5596157879354227,0.75,2,4.5,1.7047480922384253,0.5,1,1,0,136.0
8,3,2,8,10,2,31,3.4657359027997265,0,1,1,3,1,35,3.58351893845611,0,2,0,0,5,12,2.5649493574615367,1,0,2,5,2,9.5,2.3513752571634776,0.5,1,6.5,2.0149030205422647,0.5,1,6.5,2.0149030205422647,0.5,1,1,0,600.0
1,0,2,5,12,6,13,2.6390573296152584,0,1,3,6,3,36,3.6109179126442243,1,0,1,1,6,19,2.995732273553991,0,1,4,5,9,1.5,0.9162907318741551,0.5,1,4.5,1.7047480922384253,0.5,1,0.25,0.22314355131420976,0.25,2,1,0,186.25
11,4,1,5,5,2,23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,0,1,1,6,0.75,0.5596157879354227,0.75,2,3.25,1.4469189829363254,0.25,2,6.75,2.0476928433652555,0.75,2,1,1,279.75
1,0,2,12,9,11,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,34,3.5553480614894135,1,1,4,6,4,7.0,2.0794415416798357,0.0,1,1.5,0.9162907318741551,0.5,1,6.25,1.9810014688665833,0.25,2,2,0,255.5
0,3,2,12,1,1,35,3.58351893845611,0,2,0,0,5,40,3.713572066704308,1,1,0,5,0,8,2.1972245773362196,1,2,3,1,8,1.0,0.6931471805599453,0.0,1,3.5,1.5040773967762742,0.5,1,1.0,0.6931471805599453,0.0,1,1,1,183.0
6,4,0,11,10,0,4,1.6094379124341003,1,1,4,4,4,32,3.4965075614664802,1,2,2,4,2,31,3.4657359027997265,0,1,1,3,1,6.75,2.0476928433652555,0.75,2,3.25,1.4469189829363254,0.25,2,1.25,0.8109302162163288,0.25,2,1,1,169.75
11,5,0,14,10,5,24,3.2188758248682006,1,0,4,3,4,13,2.6390573296152584,0,1,3,6,3,19,2.995732273553991,0,1,4,5,9,1.0,0.6931471805599453,0.0,1,5.0,1.791759469228055,0.0,1,6.75,2.0476928433652555,0.75,2,1,0,217.25
8,5,0,2,12,6,34,3.5553480614894135,1,1,4,6,4,22,3.1354942159291497,1,1,2,1,2,30,3.4339872044851463,1,0,0,2,0,2.25,1.1786549963416462,0.25,2,5.75,1.9095425048844386,0.75,2,0.5,0.4054651081081644,0.5,1,2,0,218.0
8,4,0,10,10,6,17,2.8903717578961645,0,2,2,3,7,27,3.332204510175204,0,0,2,6,7,9,2.302585092994046,0,0,4,2,9,8.75,2.277267285009756,0.75,2,6.5,2.0149030205422647,0.5,1,10.0,2.3978952727983707,0.0,1,1,1,414.25
9,2,1,12,8,3,39,3.6888794541139363,0,0,4,4,9,28,3.367295829986474,1,1,3,0,8,32,3.4965075614664802,1,2,2,4,2,1.0,0.6931471805599453,0.0,1,7.25,2.1102132003465894,0.25,2,5.0,1.791759469228055,0.0,1,1,0,402.0
11,2,1,2,5,3,2,1.0986122886681098,1,2,2,2,2,28,3.367295829986474,1,1,3,0,8,30,3.4339872044851463,1,0,0,2,0,10.0,2.3978952727983707,0.0,1,7.5,2.1400661634962708,0.5,1,7.5,2.1400661634962708,0.5,1,2,2,455.0
8,5,0,4,12,11,36,3.6109179126442243,1,0,1,1,6,9,2.302585092994046,0,0,4,2,9,24,3.2188758248682006,1,0,4,3,4,8.25,2.224623551524334,0.25,2,5.75,1.9095425048844386,0.75,2,2.25,1.1786549963416462,0.25,2,3,1,402.75
8,0,2,3,14,13,23,3.1780538303479458,0,2,3,2,3,32,3.4965075614664802,1,2,2,4,2,12,2.5649493574615367,1,0,2,5,2,8.0,2.1972245773362196,0.0,1,7.25,2.1102132003465894,0.25,2,6.0,1.9459101490553132,0.0,1,1,0,488.0
11,3,0,4,8,14,23,3.1780538303479458,0,2,3,2,3,31,3.4657359027997265,0,1,1,3,1,9,2.302585092994046,0,0,4,2,9,5.75,1.9095425048844386,0.75,2,10.0,2.3978952727983707,0.0,1,7.5,2.1400661634962708,0.5,1,1,0,509.75
9,3,0,6,0,8,23,3.1780538303479458,0,2,3,2,3,11,2.4849066497880004,0,2,1,4,1,17,2.8903717578961645,0,2,2,3,7,0.25,0.22314355131420976,0.25,2,1.75,1.0116009116784799,0.75,2,1.0,0.6931471805599453,0.0,1,1,0,42.0
8,5,1,7,12,13,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,11,2.4849066497880004,0,2,1,4,1,8.5,2.2512917986064953,0.5,1,2.25,1.1786549963416462,0.25,2,0.25,0.22314355131420976,0.25,2,1,1,107.75
3,5,0,3,8,10,24,3.2188758248682006,1,0,4,3,4,17,2.8903717578961645,0,2,2,3,7,31,3.4657359027997265,0,1,1,3,1,7.25,2.1102132003465894,0.25,2,4.0,1.6094379124341003,0.0,1,9.0,2.302585092994046,0.0,1,1,0,521.0
