slot_total_qty,slot_total_qty_abs_log1p,slot_total_qty_is_even,slot_total_qty_mod3,slot_total_qty_mod5,slot_total_qty_mod7,slot_total_qty_mod10,slot_unit,slot_item,slot_price_per_unit,slot_price_per_unit_abs_log1p,slot_price_per_unit_frac,slot_price_per_unit_n_decimals,slot_currency_symbol,slot_buyer_name,slot_seller_name,slot_num,slot_num_abs_log1p,slot_num_is_even,slot_num_mod3,slot_num_mod5,slot_num_mod7,slot_num_mod10,slot_den,slot_den_abs_log1p,slot_den_is_even,slot_den_mod3,slot_den_mod5,slot_den_mod7,slot_den_mod10,gcd_all,n_multiple_pairs,y
3016,8.012018239159062,1,1,1,6,6,1,3,6.5,2.0149030205422647,0.5,1,0,2,4,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,1,12252.5
570,6.3473892096560105,1,0,0,3,0,0,0,7.75,2.169053700369523,0.75,2,0,2,0,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,3,736.25
366,5.905361848054571,1,0,1,2,6,0,2,7.75,2.169053700369523,0.75,2,1,3,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,1418.25
1182,7.075808863978387,1,0,2,6,2,1,1,5.0,1.791759469228055,0.0,1,0,0,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,3,2955.0
423,6.049733455231958,0,0,3,3,3,1,2,8.5,2.2512917986064953,0.5,1,2,1,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,2397.0
912,6.816735880594968,1,0,2,2,2,0,1,10.0,2.3978952727983707,0.0,1,2,2,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,3,2280.0
1236,7.1204443723924875,1,0,1,4,6,0,2,4.5,1.7047480922384253,0.5,1,1,2,3,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,1,4635.0
1435,7.269616749608169,0,1,0,0,5,0,1,9.75,2.3749057545736716,0.75,2,2,2,3,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,2,9993.75
1355,7.212294468500341,0,2,0,4,5,1,0,7.0,2.0794415416798357,0.0,1,2,1,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,1,7588.0
712,6.569481420414296,1,1,2,5,2,0,0,7.0,2.0794415416798357,0.0,1,1,3,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,3738.0
640,6.46302945692067,1,1,0,3,0,1,3,6.25,1.9810014688665833,0.25,2,0,4,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,3,800.0
2541,7.8407064517494,0,0,1,0,1,0,2,9.25,2.327277705584417,0.25,2,2,1,0,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,1,20146.5
1896,7.5480289699350145,1,0,1,6,6,1,1,6.0,1.9459101490553132,0.0,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,2,2,7584.0
2448,7.803435056952168,1,0,3,5,8,1,1,9.25,2.327277705584417,0.25,2,1,3,1,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2,3,5661.0
218,5.389071729816501,1,2,3,1,8,1,0,10.0,2.3978952727983707,0.0,1,1,1,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,1090.0
648,6.47543271670409,1,0,3,4,8,0,1,1.75,1.0116009116784799,0.75,2,2,1,1,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,2,425.25
1988,7.5953872788539725,1,2,3,0,8,1,3,3.0,1.3862943611198906,0.0,1,1,4,0,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,1,2556.0
1107,7.010311867307229,0,0,2,1,7,0,0,4.5,1.7047480922384253,0.5,1,1,1,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,3,1660.5
1572,7.360739903058278,1,0,2,4,2,1,3,5.75,1.9095425048844386,0.75,2,0,4,4,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,2,2,6026.0
273,5.6131281063880705,0,0,3,0,3,0,2,9.0,2.302585092994046,0.0,1,2,2,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,3,819.0
2422,7.792761720816526,1,1,2,0,2,1,2,4.25,1.6582280766035324,0.25,2,1,2,4,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,1,5882.0
438,6.0844994130751715,1,0,3,4,8,1,1,5.5,1.8718021769015913,0.5,1,1,0,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,3,803.0
1870,7.534228326274089,1,1,0,1,0,0,0,2.25,1.1786549963416462,0.25,2,0,0,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,2524.5
585,6.373319789577012,0,0,0,4,5,0,1,9.75,2.3749057545736716,0.75,2,1,2,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,1,4563.0
840,6.734591659972948,1,0,0,0,0,0,3,1.25,0.8109302162163288,0.25,2,2,0,2,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,2,656.25
1115,7.017506142941256,0,2,0,2,5,1,3,0.5,0.4054651081081644,0.5,1,0,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,334.5
2520,7.83241092718792,1,0,0,0,0,0,3,2.5,1.252762968495368,0.5,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,2,2700.0
366,5.905361848054571,1,0,1,2,6,1,0,4.75,1.749199854809259,0.75,2,1,2,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,869.25
1746,7.465655310134056,1,0,1,3,6,0,2,2.25,1.1786549963416462,0.25,2,2,2,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,3,1964.25
696,6.546785410760524,1,0,1,3,6,1,1,8.5,2.2512917986064953,0.5,1,1,1,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,2958.0
3000,8.006700845440367,1,0,0,4,0,1,0,0.5,0.4054651081081644,0.5,1,1,2,4,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,3,187.5
1328,7.192182058713246,1,2,3,5,8,1,0,3.5,1.5040773967762742,0.5,1,2,0,4,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,3,581.0
840,6.734591659972948,1,0,0,0,0,0,2,9.0,2.302585092994046,0.0,1,1,2,1,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,2,2160.0
612,6.418364935936212,1,0,2,3,2,0,1,6.5,2.0149030205422647,0.5,1,2,1,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,1989.0
1020,6.928537818164665,1,0,0,5,0,1,2,4.75,1.749199854809259,0.75,2,0,0,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,2,3633.75
992,6.900730664045173,1,2,2,5,2,1,2,0.5,0.4054651081081644,0.5,1,2,3,2,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2,3,124.0
980,6.8885724595653635,1,2,0,0,0,1,0,9.75,2.3749057545736716,0.75,2,0,3,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,3,2388.75
1152,7.050122520269059,1,0,2,4,2,1,0,9.5,2.3513752571634776,0.5,1,1,4,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,2,7296.0
950,6.85751406254539,1,2,0,5,0,0,2,9.25,2.327277705584417,0.25,2,2,0,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,2,3515.0
1430,7.266128779556451,1,2,0,2,0,0,3,1.25,0.8109302162163288,0.25,2,1,3,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,1072.5
948,6.855408798609928,1,0,3,3,8,0,0,3.75,1.55814461804655,0.75,2,2,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,2,2370.0
2456,7.806696372521179,1,2,1,6,6,0,1,1.0,0.6931471805599453,0.0,1,1,2,3,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,1,1535.0
680,6.523562306149512,1,2,0,1,0,0,0,0.5,0.4054651081081644,0.5,1,0,1,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,170.0
678,6.520621127558696,1,0,3,6,8,1,3,9.5,2.3513752571634776,0.5,1,2,4,2,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,3,2147.0
168,5.1298987149230735,1,0,3,0,8,0,0,6.25,1.9810014688665833,0.25,2,0,0,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,3,350.0
1560,7.353081920515432,1,0,0,6,0,1,2,3.25,1.4469189829363254,0.25,2,1,4,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,2,2028.0
2274,7.729735331385051,1,0,4,6,4,0,1,8.25,2.224623551524334,0.25,2,1,0,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,2,1,12507.0
545,6.302618975744905,0,2,0,6,5,0,2,5.0,1.791759469228055,0.0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,1635.0
1155,7.052721049232323,0,0,0,0,5,1,3,3.5,1.5040773967762742,0.5,1,1,4,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,3,1347.5
966,6.874198495453294,1,0,1,0,6,1,3,4.0,1.6094379124341003,0.0,1,1,4,4,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,2,1656.0
645,6.470799503782602,0,0,0,1,5,1,1,5.25,1.8325814637483102,0.25,2,0,0,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,1,1354.5
912,6.816735880594968,1,0,2,2,2,0,1,6.25,1.9810014688665833,0.25,2,0,3,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,3,2850.0
650,6.478509642208569,1,2,0,6,0,0,3,5.0,1.791759469228055,0.0,1,2,3,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,1625.0
680,6.523562306149512,1,2,0,1,0,1,3,3.75,1.55814461804655,0.75,2,0,3,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,3,637.5
3016,8.012018239159062,1,1,1,6,6,1,2,8.25,2.224623551524334,0.25,2,2,2,4,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2,3,6220.5
2359,7.7664168980196555,0,1,4,0,9,1,3,8.25,2.224623551524334,0.25,2,0,1,2,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,1,5560.5
1608,7.3833681469923835,1,0,3,5,8,1,2,7.5,2.1400661634962708,0.5,1,0,2,2,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,3,2010.0
678,6.520621127558696,1,0,3,6,8,1,3,4.0,1.6094379124341003,0.0,1,0,4,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,2,1808.0
1615,7.38770923908104,0,1,0,5,5,0,0,1.75,1.0116009116784799,0.75,2,1,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,1,1130.5
721,6.582025138892826,0,1,1,0,1,0,1,7.5,2.1400661634962708,0.5,1,2,4,4,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,1,1545.0
1085,6.990256500493881,0,2,0,0,5,0,1,4.75,1.749199854809259,0.75,2,0,2,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,3,1030.75
312,5.746203190540153,1,0,2,4,2,0,2,0.75,0.5596157879354227,0.75,2,2,3,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,3,117.0
2415,7.789868559054706,0,0,0,0,5,0,3,5.5,1.8718021769015913,0.5,1,1,4,3,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,1,1,7590.0
843,6.738152494595957,0,0,3,3,3,1,3,4.25,1.6582280766035324,0.25,2,2,4,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,3,1194.25
772,6.650279048587422,1,1,2,2,2,0,2,7.75,2.169053700369523,0.75,2,2,4,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,3,1495.75
429,6.063785208687608,0,0,4,2,9,0,1,1.0,0.6931471805599453,0.0,1,2,0,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,286.0
524,6.263398262591624,1,2,4,6,4,1,2,9.75,2.3749057545736716,0.75,2,2,2,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,2554.5
497,6.210600077024653,0,2,2,0,7,0,0,6.75,2.0476928433652555,0.75,2,0,2,1,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,1,2875.5
1016,6.92461239604856,1,2,1,1,6,0,3,6.5,2.0149030205422647,0.5,1,2,2,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,3,1651.0
1578,7.364547014255642,1,0,3,3,8,1,3,5.5,1.8718021769015913,0.5,1,2,2,2,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,3,1446.5
350,5.860786223465865,1,2,0,0,0,1,1,8.25,2.224623551524334,0.25,2,2,4,0,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,1732.5
1312,7.180069874302796,1,1,2,3,2,1,1,6.25,1.9810014688665833,0.25,2,1,3,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,3,4100.0
354,5.872117789475416,1,0,4,4,4,1,3,2.75,1.3217558399823195,0.75,2,0,1,4,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,3,162.25
1355,7.212294468500341,0,2,0,4,5,0,0,4.5,1.7047480922384253,0.5,1,0,2,4,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,1,2439.0
804,6.690842277418564,1,0,4,6,4,0,0,9.0,2.302585092994046,0.0,1,0,4,2,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,2,2,4824.0
852,6.748759547491679,1,0,2,5,2,1,2,2.5,1.252762968495368,0.5,1,1,3,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,3,710.0
1141,7.040536390215956,0,1,1,0,1,0,2,9.0,2.302585092994046,0.0,1,1,4,4,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,1,2934.0
1712,7.44600149832412,1,2,2,4,2,1,0,4.75,1.749199854809259,0.75,2,1,1,1,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,1,7115.5
106,4.672828834461906,1,1,1,1,6,1,1,9.25,2.327277705584417,0.25,2,0,2,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,490.25
395,5.981414211254481,0,2,0,3,5,1,3,6.5,2.0149030205422647,0.5,1,0,0,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,1540.5
1022,6.930494765951626,1,2,2,0,2,0,3,6.25,1.9810014688665833,0.25,2,0,4,2,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,1,4562.5
495,6.206575926724928,0,0,0,5,5,0,1,2.5,1.252762968495368,0.5,1,2,2,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,3,412.5
1448,7.278628942320682,1,2,3,6,8,0,0,8.25,2.224623551524334,0.25,2,0,2,1,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,1,10452.75
836,6.729824070489475,1,2,1,3,6,1,0,2.75,1.3217558399823195,0.75,2,2,2,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,3,1149.5
1687,7.431299675155903,0,1,2,0,7,1,0,1.25,0.8109302162163288,0.25,2,2,0,3,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,1,903.75
927,6.833031732786201,0,0,2,3,7,0,0,6.0,1.9459101490553132,0.0,1,1,3,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,3,1854.0
1512,7.321849713788356,1,0,2,0,2,0,1,8.0,2.1972245773362196,0.0,1,0,1,4,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,1,8640.0
382,5.948034989180646,1,1,2,4,2,0,2,4.25,1.6582280766035324,0.25,2,0,0,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,811.75
772,6.650279048587422,1,1,2,2,2,0,1,4.5,1.7047480922384253,0.5,1,1,0,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,3,1737.0
1194,7.085901464365611,1,0,4,4,4,0,1,10.0,2.3978952727983707,0.0,1,2,2,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,3,3980.0
552,6.315358001522335,1,0,2,6,2,0,1,4.0,1.6094379124341003,0.0,1,2,1,3,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,3,368.0
272,5.60947179518496,1,2,2,6,2,1,1,2.25,1.1786549963416462,0.25,2,0,4,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,3,153.0
1400,7.244941546337007,1,2,0,0,0,0,0,1.75,1.0116009116784799,0.75,2,0,0,1,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2,3,612.5
1060,6.966967138613983,1,1,0,3,0,0,2,0.5,0.4054651081081644,0.5,1,2,3,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,397.5
1000,6.90875477931522,1,1,0,6,0,0,1,9.75,2.3749057545736716,0.75,2,0,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,2,7800.0
220,5.3981627015177525,1,1,0,3,0,0,0,1.75,1.0116009116784799,0.75,2,1,2,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,3,192.5
216,5.37989735354046,1,0,1,6,6,1,0,2.5,1.252762968495368,0.5,1,2,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,270.0
254,5.541263545158426,1,2,4,2,4,0,1,7.25,2.1102132003465894,0.25,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,920.75
360,5.8888779583328805,1,0,0,3,0,0,3,1.0,0.6931471805599453,0.0,1,2,0,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,3,180.0
308,5.733341276897746,1,2,3,0,8,1,3,0.5,0.4054651081081644,0.5,1,1,0,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,77.0
1652,7.410347097821024,1,2,2,0,2,1,3,8.25,2.224623551524334,0.25,2,2,0,2,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1,1,5841.0
897,6.8001700683022,0,0,2,1,7,0,0,4.0,1.6094379124341003,0.0,1,0,0,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,2392.0
450,6.111467339502679,1,0,0,2,0,1,3,6.75,2.0476928433652555,0.75,2,2,3,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,1,2430.0
1740,7.462214939768189,1,0,0,4,0,0,2,4.5,1.7047480922384253,0.5,1,2,3,3,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,3,1305.0
400,5.993961427306569,1,1,0,1,0,1,3,5.5,1.8718021769015913,0.5,1,1,2,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,1100.0
539,6.29156913955832,0,2,4,0,9,1,2,5.5,1.8718021769015913,0.5,1,1,3,1,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,1,847.0
1545,7.343426229147367,0,0,0,5,5,1,2,2.25,1.1786549963416462,0.25,2,1,3,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,1,2781.0
1950,7.576097340623111,1,0,0,4,0,0,3,8.5,2.2512917986064953,0.5,1,1,0,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,2,6630.0
372,5.921578419643816,1,0,2,1,2,1,0,10.0,2.3978952727983707,0.0,1,0,4,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,3,930.0
1410,7.252053951852814,1,0,0,3,0,1,2,0.75,0.5596157879354227,0.75,2,1,2,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,3,528.75
2648,7.88193748927207,1,2,3,2,8,1,3,3.25,1.4469189829363254,0.25,2,0,4,2,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,1,5378.75
1736,7.459914766241105,1,2,1,0,6,1,1,5.5,1.8718021769015913,0.5,1,1,0,2,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,3,1193.5
780,6.660575149839686,1,0,0,3,0,0,3,7.75,2.169053700369523,0.75,2,1,0,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,3,3022.5
732,6.597145701886651,1,0,2,4,2,1,1,8.0,2.1972245773362196,0.0,1,0,3,3,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,3,976.0
3104,8.040768994367578,1,2,4,3,4,0,2,9.75,2.3749057545736716,0.75,2,2,4,3,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2,3,7566.0
369,5.91350300563827,0,0,4,5,9,1,1,6.75,2.0476928433652555,0.75,2,1,4,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,1,1660.5
378,5.937536205082426,1,0,3,0,8,1,2,5.5,1.8718021769015913,0.5,1,0,2,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,3,693.0
2168,7.682021510826875,1,2,3,5,8,0,1,8.5,2.2512917986064953,0.5,1,0,2,0,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,1,11517.5
624,6.437751649736401,1,0,4,1,4,0,3,2.25,1.1786549963416462,0.25,2,2,0,1,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,4,3,702.0
805,6.692083742506628,0,1,0,0,5,1,0,2.5,1.252762968495368,0.5,1,0,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,1,1610.0
1384,7.233455418621439,1,1,4,5,4,0,0,1.0,0.6931471805599453,0.0,1,2,1,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,1,1038.0
