slot_person_name,slot_monthly_budget,slot_monthly_budget_abs_log1p,slot_monthly_budget_is_even,slot_monthly_budget_mod3,slot_monthly_budget_mod5,slot_monthly_budget_mod7,slot_monthly_budget_mod10,slot_fri_sat_ticket_price,slot_fri_sat_ticket_price_abs_log1p,slot_fri_sat_ticket_price_is_even,slot_fri_sat_ticket_price_mod3,slot_fri_sat_ticket_price_mod5,slot_fri_sat_ticket_price_mod7,slot_fri_sat_ticket_price_mod10,slot_other_days_ticket_price,slot_other_days_ticket_price_abs_log1p,slot_other_days_ticket_price_is_even,slot_other_days_ticket_price_mod3,slot_other_days_ticket_price_mod5,slot_other_days_ticket_price_mod7,slot_other_days_ticket_price_mod10,slot_popcorn_price,slot_popcorn_price_abs_log1p,slot_popcorn_price_is_even,slot_popcorn_price_mod3,slot_popcorn_price_mod5,slot_popcorn_price_mod7,slot_popcorn_price_mod10,slot_candy_price,slot_candy_price_abs_log1p,slot_candy_price_is_even,slot_candy_price_mod3,slot_candy_price_mod5,slot_candy_price_mod7,slot_candy_price_mod10,slot_tonight_day_label,slot_movies_fri_sat_seen,slot_movies_fri_sat_seen_abs_log1p,slot_movies_fri_sat_seen_sign,slot_movies_fri_sat_seen_is_even,slot_movies_fri_sat_seen_mod3,slot_movies_fri_sat_seen_mod5,slot_movies_fri_sat_seen_mod7,slot_movies_fri_sat_seen_mod10,slot_movies_other_seen,slot_movies_other_seen_abs_log1p,slot_movies_other_seen_sign,slot_movies_other_seen_is_even,slot_movies_other_seen_mod3,slot_movies_other_seen_mod5,slot_movies_other_seen_mod7,slot_movies_other_seen_mod10,slot_popcorns_bought_before,slot_popcorns_bought_before_abs_log1p,slot_popcorns_bought_before_sign,slot_popcorns_bought_before_is_even,slot_popcorns_bought_before_mod3,slot_popcorns_bought_before_mod5,slot_popcorns_bought_before_mod7,slot_popcorns_bought_before_mod10,slot_candies_bought_before,slot_candies_bought_before_abs_log1p,slot_candies_bought_before_sign,slot_candies_bought_before_is_even,slot_candies_bought_before_mod3,slot_candies_bought_before_mod5,slot_candies_bought_before_mod7,slot_candies_bought_before_mod10,slot_popcorns_needed_tonight,slot_popcorns_needed_tonight_abs_log1p,slot_popcorns_needed_tonight_is_even,slot_popcorns_needed_tonight_mod3,slot_popcorns_needed_tonight_mod5,slot_popcorns_needed_tonight_mod7,slot_popcorns_needed_tonight_mod10,slot_candies_needed_tonight,slot_candies_needed_tonight_abs_log1p,slot_candies_needed_tonight_is_even,slot_candies_needed_tonight_mod3,slot_candies_needed_tonight_mod5,slot_candies_needed_tonight_mod7,slot_candies_needed_tonight_mod10,n_multiple_pairs,y
3,101,4.624972813284271,0,2,1,3,1,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,3,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,20,3.0
5,99,4.605170185988092,0,0,4,1,9,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,3,1.3862943611198906,1,0,0,3,3,3,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,22,2.0
3,37,3.6375861597263857,0,1,2,2,7,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,2,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,23,2.0
2,101,4.624972813284271,0,2,1,3,1,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,0,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,1,0,1,6,6,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,37,3.0
6,137,4.927253685157205,0,2,2,4,7,11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,1,0,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,27,2.0
4,107,4.68213122712422,0,2,2,2,7,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,4,5,1.791759469228055,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,24,2.0
6,85,4.454347296253507,0,1,0,1,5,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,2,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,28,2.0
7,66,4.204692619390966,1,0,1,3,6,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,41,2.0
7,117,4.770684624465665,0,0,2,5,7,14,2.70805020110221,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,33,1.0
7,99,4.605170185988092,0,0,4,1,9,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,3,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,28,3.0
1,110,4.709530201312334,1,2,0,5,0,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,5,1.791759469228055,1,0,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,31,0.0
4,142,4.962844630259907,1,1,2,2,2,13,2.6390573296152584,0,1,3,6,3,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,3,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,4,1.6094379124341003,1,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,36,3.0
5,92,4.532599493153256,1,2,2,1,2,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,0,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,1,0,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,34,0.0
3,114,4.74493212836325,1,0,4,2,4,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,27,1.0
6,68,4.23410650459726,1,2,3,5,8,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,28,2.0
7,109,4.700480365792417,0,1,4,4,9,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,3,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,1,0,1,6,6,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,33,2.0
0,92,4.532599493153256,1,2,2,1,2,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,3,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,1,0,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,34,1.0
5,97,4.584967478670572,0,1,2,6,7,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,40,3.0
5,104,4.653960350157523,1,2,4,6,4,9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,5,0,0.0,0,1,0,0,0,0,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,16,0.0
6,172,5.153291594497779,1,1,2,4,2,14,2.70805020110221,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,3,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,3,1.3862943611198906,1,0,0,3,3,3,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,20,3.0
5,41,3.7376696182833684,0,2,1,6,1,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,4,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,11,0.0
5,140,4.948759890378168,1,2,0,0,0,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,3,1.3862943611198906,1,0,0,3,3,3,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,32,2.0
3,95,4.564348191467836,0,2,0,4,5,13,2.6390573296152584,0,1,3,6,3,13,2.6390573296152584,0,1,3,6,3,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,4,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,26,0.0
3,136,4.919980925828125,1,1,1,3,6,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,4,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,1,4,4,4,3,1.3862943611198906,1,0,0,3,3,3,4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,20,2.0
5,74,4.31748811353631,1,2,4,4,4,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,4,4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,32,1.0
0,137,4.927253685157205,0,2,2,4,7,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,4,5,1.791759469228055,1,0,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,37,3.0
1,95,4.564348191467836,0,2,0,4,5,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,1,0,1,6,6,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,33,1.0
5,77,4.356708826689592,0,2,2,0,7,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,23,0.0
7,41,3.7376696182833684,0,2,1,6,1,14,2.70805020110221,1,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,3,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,26,0.0
5,145,4.983606621708336,0,1,0,5,5,14,2.70805020110221,1,2,4,0,4,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,3,1.3862943611198906,1,0,0,3,3,3,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,4,1.6094379124341003,1,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,28,3.0
6,103,4.6443908991413725,0,1,3,5,3,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,4,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,26,0.0
5,117,4.770684624465665,0,0,2,5,7,13,2.6390573296152584,0,1,3,6,3,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,31,0.0
5,61,4.127134385045092,0,1,1,5,1,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,6,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,27,3.0
0,101,4.624972813284271,0,2,1,3,1,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,5,1.791759469228055,1,0,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,9,3.0
3,54,4.007333185232471,1,0,4,5,4,13,2.6390573296152584,0,1,3,6,3,9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,5,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,4,1.6094379124341003,1,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,21,0.0
7,119,4.787491742782046,0,2,4,0,9,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,3,5,1.791759469228055,1,0,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,22,2.0
