slot_buyer_name,slot_item,slot_currency_symbol,slot_initial_price,slot_initial_price_abs_log1p,slot_initial_price_mod3,slot_initial_price_mod7,slot_rate_percent,slot_rate_percent_abs_log1p,slot_rate_percent_is_even,slot_rate_percent_mod3,slot_rate_percent_mod5,slot_rate_percent_mod7,slot_rate_percent_mod10,slot_start_year,slot_start_year_abs_log1p,slot_start_year_is_even,slot_start_year_mod3,slot_start_year_mod5,slot_start_year_mod7,slot_start_year_mod10,slot_end_year,slot_end_year_abs_log1p,slot_end_year_is_even,slot_end_year_mod3,slot_end_year_mod5,slot_end_year_mod7,slot_end_year_mod10,gcd_all,n_multiple_pairs,y
1,0,0,47300,10.764286715905591,2,1,8,2.1972245773362196,1,2,3,1,8,2006,7.604396348796338,1,2,1,4,6,2012,7.607381425639791,1,2,2,3,2,2,0,24596.0
1,2,0,38700,10.563620718477313,0,4,31,3.4657359027997265,0,1,1,3,1,2015,7.60887062919126,0,2,0,6,5,2016,7.6093665379542115,1,0,1,0,6,1,1,26703.0
1,2,0,15700,9.661479683575521,1,6,18,2.9444389791664403,1,0,3,4,8,2015,7.60887062919126,0,2,0,6,5,2018,7.610357618312838,1,2,3,2,8,1,0,7222.0
3,1,3,88600,11.391898423211194,1,1,22,3.1354942159291497,1,1,2,1,2,2013,7.607878073278507,0,0,3,4,3,2017,7.609862200913554,0,1,2,1,7,1,0,10632.0
3,6,2,57300,10.956073354557526,0,5,7,2.0794415416798357,0,1,2,0,7,2009,7.605890001053122,0,2,4,0,9,2017,7.609862200913554,0,1,2,1,7,1,1,25212.0
5,3,3,10900,9.296609807128359,1,1,11,2.4849066497880004,0,2,1,4,1,2016,7.6093665379542115,1,0,1,0,6,2024,7.613324979540639,1,2,4,1,4,1,1,1308.0
2,5,1,63800,11.063524143191238,2,2,29,3.4011973816621555,0,2,4,1,9,1996,7.599401333415815,1,1,1,1,6,1999,7.600902459542082,0,1,4,4,9,1,1,8294.0
5,5,2,85400,11.355113089309977,2,0,14,2.70805020110221,1,2,4,0,4,2019,7.61085279039525,0,0,4,3,9,2026,7.614312146452,1,1,1,3,6,1,1,1708.0
7,6,3,45900,10.734242182303689,0,1,27,3.332204510175204,0,0,2,6,7,2000,7.601402334583733,1,2,0,5,0,2003,7.602900462204755,0,2,3,1,3,1,1,8721.0
0,6,1,56500,10.942013616092948,1,3,35,3.58351893845611,0,2,0,0,5,2019,7.61085279039525,0,0,4,3,9,2020,7.611347717403621,1,1,0,4,0,1,0,36725.0
0,4,3,71700,11.180259973491848,0,6,10,2.3978952727983707,1,1,0,3,0,1995,7.59890045687141,0,0,0,0,5,2001,7.601901959875166,0,0,1,6,1,1,1,28680.0
4,1,2,78700,11.273411140805074,1,6,29,3.4011973816621555,0,2,4,1,9,2009,7.605890001053122,0,2,4,0,9,2011,7.60688453121963,0,1,1,2,1,1,0,33054.0
4,6,2,67500,11.119897691565697,0,6,22,3.1354942159291497,1,1,2,1,2,2013,7.607878073278507,0,0,3,4,3,2015,7.60887062919126,0,2,0,6,5,1,0,37800.0
0,2,3,72500,11.19135563385109,2,1,16,2.833213344056216,1,1,1,2,6,2004,7.60339933974067,1,0,4,2,4,2007,7.60489448081162,0,0,2,5,7,1,0,37700.0
0,2,1,84700,11.346882686945893,1,0,12,2.5649493574615367,1,0,2,5,2,2020,7.611347717403621,1,1,0,4,0,2026,7.614312146452,1,1,1,3,6,2,0,23716.0
6,7,3,62100,11.036517370851499,0,3,9,2.302585092994046,0,0,4,2,9,2013,7.607878073278507,0,0,3,4,3,2021,7.611842399580417,0,2,1,5,1,1,1,17388.0
7,7,3,12300,9.417435838868785,0,1,16,2.833213344056216,1,1,1,2,6,2013,7.607878073278507,0,0,3,4,3,2018,7.610357618312838,1,2,3,2,8,1,0,2460.0
6,1,2,16300,9.69898173460629,1,4,33,3.5263605246161616,0,0,3,5,3,2013,7.607878073278507,0,0,3,4,3,2014,7.608374474380783,1,1,4,5,4,1,1,10921.0
6,2,3,61600,11.028433383156079,1,0,14,2.70805020110221,1,2,4,0,4,2017,7.609862200913554,0,1,2,1,7,2023,7.6128310304073565,0,1,3,0,3,1,1,9856.0
0,3,0,31700,10.36410350510914,2,4,28,3.367295829986474,1,1,3,0,8,2005,7.603897968521881,0,1,0,3,5,2008,7.605392364814935,1,1,3,6,8,1,0,5072.0
0,0,2,37100,10.521399202410167,2,0,19,2.995732273553991,0,1,4,5,9,2006,7.604396348796338,1,2,1,4,6,2010,7.606387389772652,1,0,0,1,0,1,0,8904.0
4,4,3,42200,10.650199196425806,2,4,19,2.995732273553991,0,1,4,5,9,2012,7.607381425639791,1,2,2,3,2,2014,7.608374474380783,1,1,4,5,4,1,1,26164.0
0,0,1,72900,11.196857635323791,0,2,12,2.5649493574615367,1,0,2,5,2,2002,7.602401335665818,1,1,2,0,2,2005,7.603897968521881,0,1,0,3,5,1,1,46656.0
3,7,1,52900,10.876177521259402,1,1,23,3.1780538303479458,0,2,3,2,3,2012,7.607381425639791,1,2,2,3,2,2013,7.607878073278507,0,0,3,4,3,1,1,40733.0
7,6,0,52100,10.860939421415225,2,6,10,2.3978952727983707,1,1,0,3,0,2006,7.604396348796338,1,2,1,4,6,2008,7.605392364814935,1,1,3,6,8,2,1,41680.0
5,5,3,8200,9.012011377036412,1,3,23,3.1780538303479458,0,2,3,2,3,2002,7.602401335665818,1,1,2,0,2,2006,7.604396348796338,1,2,1,4,6,1,0,656.0
4,7,2,88000,11.385103457032141,1,3,9,2.302585092994046,0,0,4,2,9,1995,7.59890045687141,0,0,0,0,5,1996,7.599401333415815,1,1,1,1,6,1,0,80080.0
7,1,1,5700,8.648396877031582,0,2,10,2.3978952727983707,1,1,0,3,0,2008,7.605392364814935,1,1,3,6,8,2010,7.606387389772652,1,0,0,1,0,2,2,4560.0
0,3,0,27100,10.207325906555994,1,3,15,2.772588722239781,0,0,0,1,5,2002,7.602401335665818,1,1,2,0,2,2003,7.602900462204755,0,2,3,1,3,1,0,23035.0
7,2,1,72600,11.192733974822708,0,3,17,2.8903717578961645,0,2,2,3,7,1995,7.59890045687141,0,0,0,0,5,1996,7.599401333415815,1,1,1,1,6,1,0,60258.0
6,0,3,90100,11.408686542313973,1,3,29,3.4011973816621555,0,2,4,1,9,2014,7.608374474380783,1,1,4,5,4,2016,7.6093665379542115,1,0,1,0,6,1,0,37842.0
0,6,3,25300,10.138599199626192,1,2,21,3.091042453358316,0,0,1,0,1,2010,7.606387389772652,1,0,0,1,0,2014,7.608374474380783,1,1,4,5,4,1,0,4048.0
6,6,0,48600,10.791399385808587,0,6,23,3.1780538303479458,0,2,3,2,3,2006,7.604396348796338,1,2,1,4,6,2010,7.606387389772652,1,0,0,1,0,1,0,3888.0
1,1,2,80800,11.299744620670225,1,6,16,2.833213344056216,1,1,1,2,6,2006,7.604396348796338,1,2,1,4,6,2007,7.60489448081162,0,0,2,5,7,1,1,67872.0
2,2,2,92400,11.433893080082035,0,0,34,3.5553480614894135,1,1,4,6,4,2013,7.607878073278507,0,0,3,4,3,2014,7.608374474380783,1,1,4,5,4,1,0,60984.0
1,7,0,71800,11.181653682515929,1,1,29,3.4011973816621555,0,2,4,1,9,2019,7.61085279039525,0,0,4,3,9,2022,7.612336837167746,1,0,2,6,2,1,0,9334.0
4,3,3,37400,10.529452721013085,2,6,22,3.1354942159291497,1,1,2,1,2,2010,7.606387389772652,1,0,0,1,0,2011,7.60688453121963,0,1,1,2,1,1,1,29172.0
7,4,1,99000,11.502885230075814,0,6,24,3.2188758248682006,1,0,4,3,4,2011,7.60688453121963,0,1,1,2,1,2014,7.608374474380783,1,1,4,5,4,1,1,27720.0
2,7,1,70500,11.163382173096926,0,3,26,3.295836866004329,1,2,1,5,6,1996,7.599401333415815,1,1,1,1,6,1999,7.600902459542082,0,1,4,4,9,1,0,15510.0
3,3,0,60500,11.010415172807951,2,6,13,2.6390573296152584,0,1,3,6,3,2017,7.609862200913554,0,1,2,1,7,2022,7.612336837167746,1,0,2,6,2,1,0,21175.0
6,7,0,13400,9.503084610020228,2,2,25,3.258096538021482,0,1,0,4,5,2010,7.606387389772652,1,0,0,1,0,2013,7.607878073278507,0,0,3,4,3,1,1,3350.0
