slot_actor,slot_thing,slot_add_per_year,slot_add_per_year_abs_log1p,slot_add_per_year_is_even,slot_add_per_year_mod3,slot_add_per_year_mod5,slot_add_per_year_mod7,slot_add_per_year_mod10,slot_remove_per_year,slot_remove_per_year_abs_log1p,slot_remove_per_year_sign,slot_remove_per_year_is_even,slot_remove_per_year_mod3,slot_remove_per_year_mod5,slot_remove_per_year_mod7,slot_remove_per_year_mod10,slot_initial,slot_initial_abs_log1p,slot_initial_sign,slot_initial_is_even,slot_initial_mod3,slot_initial_mod5,slot_initial_mod7,slot_initial_mod10,slot_years,slot_years_abs_log1p,slot_years_is_even,slot_years_mod3,slot_years_mod5,slot_years_mod7,slot_years_mod10,slot_die_percent,slot_die_percent_abs_log1p,slot_die_percent_is_even,slot_die_percent_mod3,slot_die_percent_mod7,slot_die_percent_mod10,gcd_all,n_multiple_pairs,y
0,2,11,2.4849066497880004,0,2,1,4,1,0,0.0,0,1,0,0,0,0,47,3.871201010907891,1,0,2,2,5,7,11,2.4849066497880004,0,2,1,4,1,75,4.330733340286331,0,0,5,5,1,1,42.0
0,4,30,3.4339872044851463,1,0,0,2,0,29,3.4011973816621555,1,0,2,4,1,9,35,3.58351893845611,1,0,2,0,0,5,17,2.8903717578961645,0,2,2,3,7,25,3.258096538021482,0,1,4,5,1,0,39.0
6,3,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,1,4,4,4,75,4.330733340286331,1,0,0,0,5,5,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,6,0,1,3,76.0
1,3,40,3.713572066704308,1,1,0,5,0,33,3.5263605246161616,1,0,0,3,5,3,273,5.6131281063880705,1,0,0,3,0,3,11,2.4849066497880004,0,2,1,4,1,30,3.4339872044851463,1,0,2,0,1,1,245.0
4,0,26,3.295836866004329,1,2,1,5,6,13,2.6390573296152584,1,0,1,3,6,3,130,4.875197323201151,1,1,1,0,4,0,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,5,0,1,5,117.0
6,5,14,2.70805020110221,1,2,4,0,4,9,2.302585092994046,1,0,0,4,2,9,270,5.602118820879701,1,1,0,0,4,0,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,3,0,1,2,297.0
3,4,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,1,0,1,1,1,1,112,4.727387818712341,1,1,1,2,0,2,14,2.70805020110221,1,2,4,0,4,25,3.258096538021482,0,1,4,5,1,7,147.0
5,1,30,3.4339872044851463,1,0,0,2,0,13,2.6390573296152584,1,0,1,3,6,3,102,4.634728988229636,1,1,0,2,4,2,9,2.302585092994046,0,0,4,2,9,40,3.713572066704308,1,1,5,0,1,0,153.0
6,2,17,2.8903717578961645,0,2,2,3,7,12,2.5649493574615367,1,1,0,2,5,2,150,5.017279836814924,1,1,0,0,3,0,17,2.8903717578961645,0,2,2,3,7,60,4.110873864173311,1,0,4,0,1,2,94.0
2,3,12,2.5649493574615367,1,0,2,5,2,0,0.0,0,1,0,0,0,0,84,4.442651256490317,1,1,0,4,0,4,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,2,0,3,4,84.0
1,5,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,1,0,1,1,1,1,175,5.170483995038151,1,0,1,0,0,5,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,3,0,1,6,261.0
4,3,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,1,4,4,4,468,6.150602768446279,1,1,0,3,6,8,16,2.833213344056216,1,1,1,2,6,15,2.772588722239781,0,0,1,5,1,3,425.0
1,4,27,3.332204510175204,0,0,2,6,7,23,3.1780538303479458,1,0,2,3,2,3,220,5.3981627015177525,1,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,1,5,1,2,204.0
6,3,30,3.4339872044851463,1,0,0,2,0,26,3.295836866004329,1,1,2,1,5,6,55,4.02535169073515,1,0,1,0,6,5,20,3.044522437723423,1,2,0,6,0,20,3.044522437723423,1,2,6,0,1,1,108.0
4,4,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,1,0,1,6,6,13,2.6390573296152584,1,0,1,3,6,3,13,2.6390573296152584,0,1,3,6,3,75,4.330733340286331,0,0,5,5,1,1,13.0
2,3,13,2.6390573296152584,0,1,3,6,3,7,2.0794415416798357,1,0,1,2,0,7,38,3.6635616461296463,1,1,2,3,3,8,15,2.772588722239781,0,0,0,1,5,25,3.258096538021482,0,1,4,5,1,0,96.0
4,0,34,3.5553480614894135,1,1,4,6,4,3,1.3862943611198906,1,0,0,3,3,3,31,3.4657359027997265,1,0,1,1,3,1,19,2.995732273553991,0,1,4,5,9,20,3.044522437723423,1,2,6,0,1,0,496.0
7,5,38,3.6635616461296463,1,2,3,3,8,9,2.302585092994046,1,0,0,4,2,9,94,4.553876891600541,1,1,1,4,3,4,9,2.302585092994046,0,0,4,2,9,20,3.044522437723423,1,2,6,0,1,1,284.0
4,0,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,1,2,3,1,8,42,3.7612001156935624,1,1,0,2,0,2,14,2.70805020110221,1,2,4,0,4,50,3.9318256327243257,1,2,1,0,1,1,70.0
6,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,75,4.330733340286331,0,0,5,5,1,2,3.0
2,5,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,1,2,2,2,2,30,3.4339872044851463,1,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,20,3.044522437723423,1,2,6,0,1,6,128.0
7,2,27,3.332204510175204,0,0,2,6,7,15,2.772588722239781,1,0,0,0,1,5,53,3.9889840465642745,1,0,2,3,4,3,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,6,0,1,0,148.0
4,0,35,3.58351893845611,0,2,0,0,5,30,3.4339872044851463,1,1,0,0,2,0,145,4.983606621708336,1,0,1,0,5,5,20,3.044522437723423,1,2,0,6,0,40,3.713572066704308,1,1,5,0,5,1,147.0
7,5,39,3.6888794541139363,0,0,4,4,9,26,3.295836866004329,1,1,2,1,5,6,56,4.04305126783455,1,1,2,1,0,6,12,2.5649493574615367,1,0,2,5,2,50,3.9318256327243257,1,2,1,0,1,0,106.0
6,0,35,3.58351893845611,0,2,0,0,5,16,2.833213344056216,1,1,1,1,2,6,31,3.4657359027997265,1,0,1,1,3,1,7,2.0794415416798357,0,1,2,0,7,75,4.330733340286331,0,0,5,5,1,1,41.0
6,3,19,2.995732273553991,0,1,4,5,9,13,2.6390573296152584,1,0,1,3,6,3,116,4.762173934797756,1,1,2,1,4,6,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,6,0,1,2,112.0
7,5,13,2.6390573296152584,0,1,3,6,3,10,2.3978952727983707,1,1,1,0,3,0,55,4.02535169073515,1,0,1,0,6,5,13,2.6390573296152584,0,1,3,6,3,50,3.9318256327243257,1,2,1,0,1,2,47.0
3,2,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,104,4.653960350157523,1,1,2,4,6,4,16,2.833213344056216,1,1,1,2,6,25,3.258096538021482,0,1,4,5,1,0,126.0
5,2,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,1,0,1,1,1,1,47,3.871201010907891,1,0,2,2,5,7,7,2.0794415416798357,0,1,2,0,7,40,3.713572066704308,1,1,5,0,1,4,150.0
5,5,36,3.6109179126442243,1,0,1,1,6,27,3.332204510175204,1,0,0,2,6,7,174,5.1647859739235145,1,1,0,4,6,4,14,2.70805020110221,1,2,4,0,4,30,3.4339872044851463,1,0,2,0,1,0,210.0
1,4,31,3.4657359027997265,0,1,1,3,1,15,2.772588722239781,1,0,0,0,1,5,115,4.7535901911063645,1,0,1,0,3,5,20,3.044522437723423,1,2,0,6,0,60,4.110873864173311,1,0,4,0,1,2,174.0
1,3,17,2.8903717578961645,0,2,2,3,7,9,2.302585092994046,1,0,0,4,2,9,121,4.804021044733257,1,0,1,1,2,1,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,1,87.0
6,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,1,2,2,2,2,103,4.6443908991413725,1,0,1,3,5,3,9,2.302585092994046,0,0,4,2,9,75,4.330733340286331,0,0,5,5,1,0,37.0
3,5,40,3.713572066704308,1,1,0,5,0,37,3.6375861597263857,1,0,1,2,2,7,104,4.653960350157523,1,1,2,4,6,4,12,2.5649493574615367,1,0,2,5,2,60,4.110873864173311,1,0,4,0,1,1,56.0
4,0,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,1,4,4,4,32,3.4965075614664802,1,1,2,2,4,2,20,3.044522437723423,1,2,0,6,0,75,4.330733340286331,0,0,5,5,1,2,33.0
3,0,33,3.5263605246161616,0,0,3,5,3,17,2.8903717578961645,1,0,2,2,3,7,272,5.60947179518496,1,1,2,2,6,2,18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,1,5,1,1,476.0
1,1,36,3.6109179126442243,1,0,1,1,6,1,0.6931471805599453,1,0,1,1,1,1,125,4.836281906951478,1,0,2,0,6,5,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,3,0,1,4,585.0
5,1,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,1,0,1,6,6,292,5.680172609017068,1,1,1,2,5,2,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,2,0,2,5,280.0
6,0,26,3.295836866004329,1,2,1,5,6,10,2.3978952727983707,1,1,1,0,3,0,88,4.48863636973214,1,1,1,3,4,8,12,2.5649493574615367,1,0,2,5,2,25,3.258096538021482,0,1,4,5,1,0,210.0
5,0,38,3.6635616461296463,1,2,3,3,8,12,2.5649493574615367,1,1,0,2,5,2,146,4.990432586778736,1,1,2,1,6,6,9,2.302585092994046,0,0,4,2,9,40,3.713572066704308,1,1,5,0,1,0,228.0
1,3,21,3.091042453358316,0,0,1,0,1,7,2.0794415416798357,1,0,1,2,0,7,86,4.465908118654584,1,1,2,1,2,6,15,2.772588722239781,0,0,0,1,5,75,4.330733340286331,0,0,5,5,1,2,74.0
1,0,40,3.713572066704308,1,1,0,5,0,32,3.4965075614664802,1,1,2,2,4,2,121,4.804021044733257,1,0,1,1,2,1,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,1,87.0
4,4,26,3.295836866004329,1,2,1,5,6,12,2.5649493574615367,1,1,0,2,5,2,14,2.70805020110221,1,1,2,4,0,4,20,3.044522437723423,1,2,0,6,0,50,3.9318256327243257,1,2,1,0,2,0,147.0
6,5,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,1,2,2,2,2,52,3.970291913552122,1,1,1,2,3,2,20,3.044522437723423,1,2,0,6,0,25,3.258096538021482,0,1,4,5,1,2,324.0
0,0,36,3.6109179126442243,1,0,1,1,6,16,2.833213344056216,1,1,1,1,2,6,52,3.970291913552122,1,1,1,2,3,2,19,2.995732273553991,0,1,4,5,9,25,3.258096538021482,0,1,4,5,1,0,324.0
3,5,30,3.4339872044851463,1,0,0,2,0,15,2.772588722239781,1,0,0,0,1,5,315,5.755742213586912,1,0,0,0,0,5,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,1,5,15,9,459.0
1,0,19,2.995732273553991,0,1,4,5,9,10,2.3978952727983707,1,1,1,0,3,0,281,5.641907070938114,1,0,2,1,1,1,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,3,0,1,1,342.0
4,0,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,1,0,1,1,1,1,110,4.709530201312334,1,1,2,0,5,0,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,3,0,1,5,207.0
1,5,23,3.1780538303479458,0,2,3,2,3,21,3.091042453358316,1,0,0,1,0,1,4,1.6094379124341003,1,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,75,4.330733340286331,0,0,5,5,1,1,7.0
0,5,24,3.2188758248682006,1,0,4,3,4,11,2.4849066497880004,1,0,2,1,4,1,0,0.0,0,1,0,0,0,0,10,2.3978952727983707,1,1,0,3,0,60,4.110873864173311,1,0,4,0,1,1,52.0
5,4,39,3.6888794541139363,0,0,4,4,9,7,2.0794415416798357,1,0,1,2,0,7,24,3.2188758248682006,1,1,0,4,3,4,20,3.044522437723423,1,2,0,6,0,75,4.330733340286331,0,0,5,5,1,0,166.0
4,2,35,3.58351893845611,0,2,0,0,5,8,2.1972245773362196,1,1,2,3,1,8,284,5.652489180268651,1,1,2,4,4,4,18,2.9444389791664403,1,0,3,4,8,30,3.4339872044851463,1,0,2,0,1,0,539.0
4,3,30,3.4339872044851463,1,0,0,2,0,28,3.367295829986474,1,1,1,3,0,8,66,4.204692619390966,1,1,0,1,3,6,17,2.8903717578961645,0,2,2,3,7,20,3.044522437723423,1,2,6,0,1,0,80.0
3,5,16,2.833213344056216,1,1,1,2,6,14,2.70805020110221,1,1,2,4,0,4,20,3.044522437723423,1,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,60,4.110873864173311,1,0,4,0,1,2,20.0
0,3,30,3.4339872044851463,1,0,0,2,0,15,2.772588722239781,1,0,0,0,1,5,78,4.3694478524670215,1,1,0,3,1,8,14,2.70805020110221,1,2,4,0,4,75,4.330733340286331,0,0,5,5,1,2,72.0
7,5,19,2.995732273553991,0,1,4,5,9,17,2.8903717578961645,1,0,2,2,3,7,71,4.276666119016055,1,0,2,1,1,1,12,2.5649493574615367,1,0,2,5,2,40,3.713572066704308,1,1,5,0,1,0,57.0
2,1,35,3.58351893845611,0,2,0,0,5,16,2.833213344056216,1,1,1,1,2,6,75,4.330733340286331,1,0,0,0,5,5,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,1,5,1,3,306.0
5,5,24,3.2188758248682006,1,0,4,3,4,22,3.1354942159291497,1,1,1,2,1,2,148,5.003946305945459,1,1,1,3,1,8,16,2.833213344056216,1,1,1,2,6,40,3.713572066704308,1,1,5,0,2,0,108.0
6,5,28,3.367295829986474,1,1,3,0,8,8,2.1972245773362196,1,1,2,3,1,8,100,4.61512051684126,1,1,1,0,2,0,13,2.6390573296152584,0,1,3,6,3,75,4.330733340286331,0,0,5,5,1,0,90.0
3,0,22,3.1354942159291497,1,1,2,1,2,0,0.0,0,1,0,0,0,0,84,4.442651256490317,1,1,0,4,0,4,20,3.044522437723423,1,2,0,6,0,25,3.258096538021482,0,1,4,5,1,0,393.0
6,4,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,1,0,1,6,6,174,5.1647859739235145,1,1,0,4,6,4,14,2.70805020110221,1,2,4,0,4,30,3.4339872044851463,1,0,2,0,2,4,357.0
3,2,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,1,0,2,0,5,5,280,5.638354669333745,1,1,1,0,0,0,10,2.3978952727983707,1,1,0,3,0,30,3.4339872044851463,1,0,2,0,1,5,308.0
2,2,19,2.995732273553991,0,1,4,5,9,10,2.3978952727983707,1,1,1,0,3,0,4,1.6094379124341003,1,1,1,4,4,4,14,2.70805020110221,1,2,4,0,4,40,3.713572066704308,1,1,5,0,1,2,78.0
1,1,18,2.9444389791664403,1,0,3,4,8,16,2.833213344056216,1,1,1,1,2,6,8,2.1972245773362196,1,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,50,3.9318256327243257,1,2,1,0,1,2,13.0
3,2,8,2.1972245773362196,1,2,3,1,8,0,0.0,0,1,0,0,0,0,30,3.4339872044851463,1,1,0,0,2,0,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,6,0,1,1,120.0
7,4,18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,1,0,2,5,2,450,6.111467339502679,1,1,0,0,2,0,15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,1,5,3,4,459.0
0,0,20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,1,0,2,5,2,100,4.61512051684126,1,1,1,0,2,0,18,2.9444389791664403,1,0,3,4,8,75,4.330733340286331,0,0,5,5,1,1,61.0
3,2,38,3.6635616461296463,1,2,3,3,8,14,2.70805020110221,1,1,2,4,0,4,8,2.1972245773362196,1,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,25,3.258096538021482,0,1,4,5,1,1,294.0
0,4,23,3.1780538303479458,0,2,3,2,3,17,2.8903717578961645,1,0,2,2,3,7,107,4.68213122712422,1,0,2,2,2,7,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,1,0,75.0
1,1,24,3.2188758248682006,1,0,4,3,4,13,2.6390573296152584,1,0,1,3,6,3,55,4.02535169073515,1,0,1,0,6,5,20,3.044522437723423,1,2,0,6,0,60,4.110873864173311,1,0,4,0,1,1,110.0
1,4,16,2.833213344056216,1,1,1,2,6,10,2.3978952727983707,1,1,1,0,3,0,104,4.653960350157523,1,1,2,4,6,4,11,2.4849066497880004,0,2,1,4,1,40,3.713572066704308,1,1,5,0,1,1,102.0
3,2,24,3.2188758248682006,1,0,4,3,4,16,2.833213344056216,1,1,1,1,2,6,119,4.787491742782046,1,0,2,4,0,9,7,2.0794415416798357,0,1,2,0,7,40,3.713572066704308,1,1,5,0,1,1,105.0
7,3,28,3.367295829986474,1,1,3,0,8,19,2.995732273553991,1,0,1,4,5,9,45,3.828641396489095,1,0,0,0,3,5,7,2.0794415416798357,0,1,2,0,7,25,3.258096538021482,0,1,4,5,1,1,81.0
6,4,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,1,0,0,3,3,3,440,6.089044875446846,1,1,2,0,6,0,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,1,5,1,3,476.0
3,1,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,1,4,4,4,42,3.7612001156935624,1,1,0,2,0,2,8,2.1972245773362196,1,2,3,1,8,60,4.110873864173311,1,0,4,0,2,4,132.0
6,1,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,1,0,2,1,4,1,60,4.110873864173311,1,1,0,0,4,0,10,2.3978952727983707,1,1,0,3,0,30,3.4339872044851463,1,0,2,0,1,3,91.0
7,3,23,3.1780538303479458,0,2,3,2,3,18,2.9444389791664403,1,1,0,3,4,8,50,3.9318256327243257,1,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,1,1,42.0
3,3,38,3.6635616461296463,1,2,3,3,8,28,3.367295829986474,1,1,1,3,0,8,300,5.707110264748875,1,1,0,0,6,0,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,3,0,2,1,432.0
5,4,20,3.044522437723423,1,2,0,6,0,0,0.0,0,1,0,0,0,0,380,5.942799375126701,1,1,2,0,2,0,17,2.8903717578961645,0,2,2,3,7,15,2.772588722239781,0,0,1,5,1,1,612.0
0,4,15,2.772588722239781,0,0,0,1,5,0,0.0,0,1,0,0,0,0,85,4.454347296253507,1,0,1,0,1,5,17,2.8903717578961645,0,2,2,3,7,40,3.713572066704308,1,1,5,0,1,1,204.0
0,3,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,1,2,2,2,2,40,3.713572066704308,1,1,1,0,5,0,20,3.044522437723423,1,2,0,6,0,50,3.9318256327243257,1,2,1,0,2,6,80.0
6,4,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,1,0,2,0,5,5,88,4.48863636973214,1,1,1,3,4,8,16,2.833213344056216,1,1,1,2,6,20,3.044522437723423,1,2,6,0,1,1,96.0
4,5,31,3.4657359027997265,0,1,1,3,1,18,2.9444389791664403,1,1,0,3,4,8,18,2.9444389791664403,1,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,50,3.9318256327243257,1,2,1,0,1,3,126.0
6,2,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,1,2,2,2,2,116,4.762173934797756,1,1,2,1,4,6,17,2.8903717578961645,0,2,2,3,7,75,4.330733340286331,0,0,5,5,1,2,63.0
7,2,15,2.772588722239781,0,0,0,1,5,9,2.302585092994046,1,0,0,4,2,9,86,4.465908118654584,1,1,2,1,2,6,4,1.6094379124341003,1,1,4,4,4,40,3.713572066704308,1,1,5,0,1,1,66.0
3,3,21,3.091042453358316,0,0,1,0,1,12,2.5649493574615367,1,1,0,2,5,2,15,2.772588722239781,1,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,50,3.9318256327243257,1,2,1,0,1,1,39.0
1,2,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,1,2,2,2,2,60,4.110873864173311,1,1,0,0,4,0,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,6,0,1,4,228.0
1,3,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,1,4,4,4,172,5.153291594497779,1,1,1,2,4,2,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,3,0,2,3,198.0
1,0,37,3.6375861597263857,0,1,2,2,7,31,3.4657359027997265,1,0,1,1,3,1,114,4.74493212836325,1,1,0,4,2,4,13,2.6390573296152584,0,1,3,6,3,75,4.330733340286331,0,0,5,5,1,0,48.0
1,1,37,3.6375861597263857,0,1,2,2,7,34,3.5553480614894135,1,1,1,4,6,4,111,4.718498871295094,1,0,0,1,6,1,15,2.772588722239781,0,0,0,1,5,75,4.330733340286331,0,0,5,5,1,2,39.0
4,5,35,3.58351893845611,0,2,0,0,5,23,3.1780538303479458,1,0,2,3,2,3,42,3.7612001156935624,1,1,0,2,0,2,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,3,0,1,0,135.0
2,4,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,1,0,1,6,6,22,3.1354942159291497,1,1,1,2,1,2,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,3,0,1,1,99.0
3,1,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,1,0,0,3,3,3,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,3,27.0
0,0,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,1,0,0,4,2,9,105,4.663439094112067,1,0,0,0,0,5,15,2.772588722239781,0,0,0,1,5,30,3.4339872044851463,1,0,2,0,3,3,168.0
