slot_buyer_name,slot_item1,slot_item2,slot_item3,slot_qty1,slot_qty1_abs_log1p,slot_qty1_is_even,slot_qty1_mod3,slot_qty1_mod5,slot_qty1_mod7,slot_qty1_mod10,slot_qty2,slot_qty2_abs_log1p,slot_qty2_is_even,slot_qty2_mod3,slot_qty2_mod5,slot_qty2_mod7,slot_qty2_mod10,slot_qty3,slot_qty3_abs_log1p,slot_qty3_is_even,slot_qty3_mod3,slot_qty3_mod5,slot_qty3_mod7,slot_qty3_mod10,slot_price1,slot_price1_abs_log1p,slot_price1_frac,slot_price1_n_decimals,slot_price2,slot_price2_abs_log1p,slot_price2_frac,slot_price2_n_decimals,slot_price3,slot_price3_abs_log1p,slot_price3_frac,slot_price3_n_decimals,slot_currency_symbol,gcd_all,n_multiple_pairs,y
0,4,5,0,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,39.25,3.6951100038645723,0.25,2,24.5,3.2386784521643803,0.5,1,97.0,4.584967478670572,0.0,1,1,1,2,784.25
0,6,3,2,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,23.75,3.2088254890146994,0.75,2,43.25,3.7898553714539385,0.25,2,69.25,4.2520603082138555,0.25,2,1,1,1,430.25
9,5,4,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,43.25,3.7898553714539385,0.25,2,7.75,2.169053700369523,0.75,2,99.25,4.6076670661866785,0.25,2,3,1,0,423.0
10,2,2,5,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,10.75,2.463853240590168,0.75,2,49.25,3.917010546939185,0.25,2,50.75,3.9464244321454784,0.75,2,1,1,2,323.0
0,5,3,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,23.0,3.1780538303479458,0.0,1,48.75,3.907010463604602,0.75,2,97.5,4.590056548178043,0.5,1,2,1,0,654.0
7,6,0,1,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,16.5,2.8622008809294686,0.5,1,28.5,3.3843902633457743,0.5,1,6.5,2.0149030205422647,0.5,1,0,1,0,262.0
5,4,3,0,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,14.75,2.7568403652716422,0.75,2,39.75,3.7074558396868715,0.75,2,12.0,2.5649493574615367,0.0,1,0,1,1,469.25
5,4,2,5,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,45.0,3.828641396489095,0.0,1,23.5,3.1986731175506815,0.5,1,55.75,4.038655656361512,0.75,2,0,2,3,428.5
4,1,3,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,24.0,3.2188758248682006,0.0,1,35.75,3.6041382256588457,0.75,2,66.25,4.208417018481948,0.25,2,0,1,1,335.75
3,3,3,2,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,9.5,2.3513752571634776,0.5,1,44.75,3.82319179172153,0.75,2,10.25,2.4203681286504293,0.25,2,3,1,0,391.5
13,6,3,0,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,30.0,3.4339872044851463,0.0,1,0.75,0.5596157879354227,0.75,2,17.0,2.8903717578961645,0.0,1,0,3,3,235.5
9,4,5,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,48.5,3.901972669574645,0.5,1,14.25,2.7245795030534206,0.25,2,5.75,1.9095425048844386,0.75,2,1,1,3,88.5
11,5,2,1,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,50.0,3.9318256327243257,0.0,1,47.5,3.8815637979434374,0.5,1,78.75,4.378896741664954,0.75,2,2,1,0,745.0
14,5,0,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,30.0,3.4339872044851463,0.0,1,48.25,3.8969093676180977,0.25,2,75.75,4.340553386467307,0.75,2,2,1,1,492.0
14,0,3,2,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,8.5,2.2512917986064953,0.5,1,17.25,2.9041650800285006,0.25,2,98.75,4.602667055769973,0.75,2,2,1,1,558.5
9,6,0,4,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,42.5,3.7727609380946383,0.5,1,14.25,2.7245795030534206,0.25,2,42.5,3.7727609380946383,0.5,1,3,1,2,482.25
13,6,5,0,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,29.25,3.4094961844768505,0.25,2,22.5,3.1570004211501135,0.5,1,25.25,3.2676659890376327,0.25,2,0,1,2,313.0
14,1,4,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,19.5,3.0204248861443626,0.5,1,4.5,1.7047480922384253,0.5,1,98.75,4.602667055769973,0.75,2,3,1,2,339.75
6,1,4,0,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,43.75,3.8010914447208646,0.75,2,11.0,2.4849066497880004,0.0,1,6.75,2.0476928433652555,0.75,2,1,1,1,396.5
5,3,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,13.75,2.691243082785829,0.75,2,22.75,3.1675825304806504,0.75,2,94.25,4.55650501400681,0.25,2,3,1,2,459.0
11,2,5,1,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,31.25,3.4735180432417816,0.25,2,18.75,2.9831534913471307,0.75,2,64.5,4.182050142641207,0.5,1,0,1,2,433.0
0,2,3,4,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,2.0,1.0986122886681098,0.0,1,5.0,1.791759469228055,0.0,1,13.0,2.6390573296152584,0.0,1,3,1,0,97.0
11,4,5,5,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,14.25,2.7245795030534206,0.25,2,1.25,0.8109302162163288,0.25,2,43.75,3.8010914447208646,0.75,2,2,1,3,131.75
2,5,5,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,33.0,3.5263605246161616,0.0,1,15.75,2.8183982582710754,0.75,2,80.0,4.394449154672439,0.0,1,3,1,3,467.75
9,1,0,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4.25,1.6582280766035324,0.25,2,13.25,2.6567569067146595,0.25,2,71.5,4.283586561860629,0.5,1,2,1,1,262.75
1,0,3,4,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,22.75,3.1675825304806504,0.75,2,1.25,0.8109302162163288,0.25,2,61.75,4.139158578011894,0.75,2,2,1,1,361.75
4,1,1,0,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,38.0,3.6635616461296463,0.0,1,26.5,3.3141860046725258,0.5,1,40.0,3.713572066704308,0.0,1,1,1,1,429.0
9,1,2,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,26.25,3.305053521109253,0.25,2,41.25,3.7436043538031827,0.25,2,14.25,2.7245795030534206,0.25,2,1,1,3,216.75
4,1,3,5,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,19.25,3.0081547935525483,0.25,2,44.5,3.817712325956905,0.5,1,87.5,4.483002552013883,0.5,1,3,1,0,688.0
11,4,1,0,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,13.25,2.6567569067146595,0.25,2,49.0,3.912023005428146,0.0,1,22.25,3.1463051320333655,0.25,2,2,1,1,485.0
12,0,1,3,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,25.25,3.2676659890376327,0.25,2,38.75,3.6826098411003407,0.75,2,15.0,2.772588722239781,0.0,1,3,1,2,285.75
3,4,4,5,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,29.0,3.4011973816621555,0.0,1,33.0,3.5263605246161616,0.0,1,50.25,3.9367156180185177,0.25,2,3,1,0,598.25
7,5,3,1,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,17.0,2.8903717578961645,0.0,1,45.0,3.828641396489095,0.0,1,14.0,2.70805020110221,0.0,1,0,1,1,338.0
13,5,2,0,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,16.0,2.833213344056216,0.0,1,2.5,1.252762968495368,0.5,1,71.5,4.283586561860629,0.5,1,3,1,3,209.5
6,5,2,5,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,11.0,2.4849066497880004,0.0,1,26.25,3.305053521109253,0.25,2,50.75,3.9464244321454784,0.75,2,0,1,0,257.25
2,4,5,4,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,43.0,3.784189633918261,0.0,1,34.5,3.56953269648137,0.5,1,92.75,4.54063166485052,0.75,2,3,1,0,834.25
13,6,5,2,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,37.0,3.6375861597263857,0.0,1,45.0,3.828641396489095,0.0,1,70.75,4.273187854639731,0.75,2,1,1,1,612.5
8,5,2,1,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,22.5,3.1570004211501135,0.5,1,35.0,3.58351893845611,0.0,1,97.0,4.584967478670572,0.0,1,1,1,0,865.0
8,5,4,5,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,5.75,1.9095425048844386,0.75,2,21.5,3.1135153092103742,0.5,1,77.5,4.363098624788363,0.5,1,1,1,1,400.25
4,0,1,4,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,10.25,2.4203681286504293,0.25,2,32.0,3.4965075614664802,0.0,1,78.5,4.375757021660286,0.5,1,1,1,0,647.25
11,4,5,2,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,39.0,3.6888794541139363,0.0,1,29.25,3.4094961844768505,0.25,2,14.5,2.740840023925201,0.5,1,1,1,3,97.25
5,6,5,2,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,33.0,3.5263605246161616,0.0,1,18.25,2.9575110607337933,0.25,2,37.0,3.6375861597263857,0.0,1,1,1,1,319.0
4,0,1,4,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,14.5,2.740840023925201,0.5,1,1.0,0.6931471805599453,0.0,1,63.75,4.1705337005796475,0.75,2,0,2,1,348.0
1,2,5,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,36.0,3.6109179126442243,0.0,1,13.5,2.6741486494265287,0.5,1,6.25,1.9810014688665833,0.25,2,2,1,1,161.0
10,2,4,1,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,20.25,3.056356895370426,0.25,2,35.5,3.597312260588446,0.5,1,71.0,4.276666119016055,0.0,1,3,2,1,659.0
8,3,0,5,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,1.75,1.0116009116784799,0.75,2,11.0,2.4849066497880004,0.0,1,78.0,4.3694478524670215,0.0,1,1,1,2,165.5
14,6,2,4,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,28.5,3.3843902633457743,0.5,1,21.75,3.1245651453969594,0.75,2,85.75,4.4630304188269685,0.75,2,0,1,0,552.0
3,1,3,0,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,30.25,3.4420193761824107,0.25,2,22.5,3.1570004211501135,0.5,1,35.25,3.590439381300684,0.25,2,1,1,0,505.25
3,4,2,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,3.0,1.3862943611198906,0.0,1,19.75,3.0325462466767075,0.75,2,84.25,4.445588116163626,0.25,2,2,1,1,464.5
7,5,5,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,45.5,3.8394523125933104,0.5,1,19.75,3.0325462466767075,0.75,2,58.75,4.09016919081162,0.75,2,3,1,1,593.0
6,2,5,3,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,0.75,0.5596157879354227,0.75,2,5.0,1.791759469228055,0.0,1,65.25,4.193435464866331,0.25,2,0,1,3,91.25
0,4,3,3,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,33.25,3.5336865647082343,0.25,2,25.5,3.2771447329921766,0.5,1,40.25,3.71965111278069,0.25,2,1,2,1,462.5
3,3,4,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,47.5,3.8815637979434374,0.5,1,29.0,3.4011973816621555,0.0,1,22.25,3.1463051320333655,0.25,2,2,1,1,274.0
0,0,4,3,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2.25,1.1786549963416462,0.25,2,11.0,2.4849066497880004,0.0,1,87.0,4.477336814478207,0.0,1,3,4,3,410.0
14,2,1,4,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,17.75,2.9311937524164198,0.75,2,1.75,1.0116009116784799,0.75,2,51.0,3.9512437185814275,0.0,1,2,2,1,324.5
9,1,1,5,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,35.75,3.6041382256588457,0.75,2,26.75,3.3232358401924436,0.75,2,21.75,3.1245651453969594,0.75,2,0,1,2,177.5
3,1,2,4,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,38.0,3.6635616461296463,0.0,1,13.0,2.6390573296152584,0.0,1,73.0,4.30406509320417,0.0,1,2,1,0,684.0
9,5,4,4,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,15.5,2.803360380906535,0.5,1,42.0,3.7612001156935624,0.0,1,15.0,2.772588722239781,0.0,1,1,1,2,349.0
10,6,2,0,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,27.5,3.349904087274605,0.5,1,4.0,1.6094379124341003,0.0,1,54.0,4.007333185232471,0.0,1,2,1,2,302.5
10,5,4,2,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,25.75,3.2865344733420154,0.75,2,6.0,1.9459101490553132,0.0,1,27.0,3.332204510175204,0.0,1,1,1,0,359.0
12,2,1,2,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,14.0,2.70805020110221,0.0,1,47.5,3.8815637979434374,0.5,1,6.25,1.9810014688665833,0.25,2,0,1,0,509.25
8,2,5,5,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,30.75,3.457892725338701,0.75,2,16.25,2.847812143477369,0.25,2,36.0,3.6109179126442243,0.0,1,1,1,1,422.5
9,4,1,3,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,37.0,3.6375861597263857,0.0,1,24.25,3.228826155721369,0.25,2,32.0,3.4965075614664802,0.0,1,3,1,2,327.0
4,5,4,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,40.75,3.7316994512968646,0.75,2,39.75,3.7074558396868715,0.75,2,92.25,4.535284058523925,0.25,2,0,2,3,609.5
5,0,1,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,21.75,3.1245651453969594,0.75,2,48.25,3.8969093676180977,0.25,2,34.75,3.5765502691400166,0.75,2,3,1,1,362.5
10,5,4,4,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,7.0,2.0794415416798357,0.0,1,21.5,3.1135153092103742,0.5,1,66.5,4.212127597878484,0.5,1,1,1,3,315.5
5,5,3,4,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,6.0,1.9459101490553132,0.0,1,8.75,2.277267285009756,0.75,2,10.5,2.4423470353692043,0.5,1,3,1,2,98.5
7,3,0,5,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,10.0,2.3978952727983707,0.0,1,42.5,3.7727609380946383,0.5,1,37.75,3.657130755799356,0.75,2,1,1,1,358.5
6,2,1,5,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,47.25,3.876395827784995,0.25,2,28.0,3.367295829986474,0.0,1,6.25,1.9810014688665833,0.25,2,2,1,0,397.0
12,6,4,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,18.75,2.9831534913471307,0.75,2,47.5,3.8815637979434374,0.5,1,18.0,2.9444389791664403,0.0,1,3,1,1,318.25
6,5,5,0,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,36.5,3.624340932976365,0.5,1,28.5,3.3843902633457743,0.5,1,71.5,4.283586561860629,0.5,1,2,1,3,136.5
5,6,1,0,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,32.5,3.5115454388310208,0.5,1,14.0,2.70805020110221,0.0,1,40.0,3.713572066704308,0.0,1,1,1,3,189.0
1,5,2,4,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,8.75,2.277267285009756,0.75,2,33.0,3.5263605246161616,0.0,1,47.25,3.876395827784995,0.25,2,0,1,3,292.0
8,0,2,4,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,10.75,2.463853240590168,0.75,2,45.75,3.844814255734696,0.75,2,13.5,2.6741486494265287,0.5,1,3,1,1,441.5
14,4,3,4,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,16.25,2.847812143477369,0.25,2,7.25,2.1102132003465894,0.25,2,46.0,3.8501476017100584,0.0,1,2,1,2,144.5
8,3,1,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,32.0,3.4965075614664802,0.0,1,6.25,1.9810014688665833,0.25,2,65.0,4.189654742026425,0.0,1,1,1,0,433.5
