slot_v1,slot_v1_abs_log1p,slot_v1_is_even,slot_v1_mod3,slot_v1_mod5,slot_v1_mod7,slot_v1_mod10,slot_t1,slot_t1_abs_log1p,slot_t1_is_even,slot_t1_mod3,slot_t1_mod5,slot_t1_mod7,slot_t1_mod10,slot_v2,slot_v2_abs_log1p,slot_v2_is_even,slot_v2_mod3,slot_v2_mod5,slot_v2_mod7,slot_v2_mod10,slot_t2,slot_t2_abs_log1p,slot_t2_is_even,slot_t2_mod3,slot_t2_mod5,slot_t2_mod7,slot_t2_mod10,slot_speed_unit,slot_distance_unit,slot_time_unit,slot_mover1,slot_mover2,gcd_all,n_multiple_pairs,y
44,3.8066624897703196,1,2,4,2,4,5,1.791759469228055,0,2,0,5,5,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,1,1,0,4,4,1,1,90.0
99,4.605170185988092,0,0,4,1,9,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,8,2.1972245773362196,1,2,3,1,8,0,0,2,1,1,1,1,30.0
75,4.330733340286331,0,0,0,5,5,8,2.1972245773362196,1,2,3,1,8,85,4.454347296253507,0,1,0,1,5,5,1.791759469228055,0,2,0,5,5,0,0,2,5,3,1,2,175.0
71,4.276666119016055,0,2,1,1,1,8,2.1972245773362196,1,2,3,1,8,31,3.4657359027997265,0,1,1,3,1,1,0.6931471805599453,0,1,1,1,1,1,1,0,2,5,1,3,537.0
51,3.9512437185814275,0,0,1,2,1,2,1.0986122886681098,1,2,2,2,2,39,3.6888794541139363,0,0,4,4,9,2,1.0986122886681098,1,2,2,2,2,0,0,0,2,0,1,1,24.0
60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,0,0,1,5,5,1,3,124.0
38,3.6635616461296463,1,2,3,3,8,8,2.1972245773362196,1,2,3,1,8,81,4.406719247264253,0,0,1,4,1,2,1.0986122886681098,1,2,2,2,2,0,0,1,2,4,1,2,142.0
64,4.174387269895637,1,1,4,1,4,3,1.3862943611198906,0,0,3,3,3,51,3.9512437185814275,0,0,1,2,1,3,1.3862943611198906,0,0,3,3,3,0,0,1,1,1,1,3,39.0
83,4.430816798843313,0,2,3,6,3,5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,1,1,1,6,4,1,3,396.0
74,4.31748811353631,1,2,4,4,4,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,1,1,2,5,5,1,0,142.0
69,4.248495242049359,0,0,4,6,9,9,2.302585092994046,0,0,4,2,9,67,4.219507705176107,0,1,2,4,7,6,1.9459101490553132,1,0,1,6,6,0,0,1,4,4,1,0,219.0
64,4.174387269895637,1,1,4,1,4,6,1.9459101490553132,1,0,1,6,6,74,4.31748811353631,1,2,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,1,2,6,3,2,3,236.0
65,4.189654742026425,0,2,0,2,5,8,2.1972245773362196,1,2,3,1,8,45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,0,0,2,3,6,1,1,430.0
61,4.127134385045092,0,1,1,5,1,8,2.1972245773362196,1,2,3,1,8,94,4.553876891600541,1,1,4,3,4,1,0.6931471805599453,0,1,1,1,1,1,1,0,1,6,1,3,394.0
29,3.4011973816621555,0,2,4,1,9,9,2.302585092994046,0,0,4,2,9,63,4.1588830833596715,0,0,3,0,3,2,1.0986122886681098,1,2,2,2,2,0,0,1,2,0,1,1,135.0
26,3.295836866004329,1,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,0,0,2,6,1,2,3,76.0
80,4.394449154672439,1,2,0,3,0,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,1,1,1,0,3,1,6,140.0
60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,1,1,2,4,1,1,5,120.0
42,3.7612001156935624,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,0,5,0,3,1.3862943611198906,0,0,3,3,3,0,0,1,3,6,1,3,6.0
50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,0,0,2,6,0,1,2,74.0
41,3.7376696182833684,0,2,1,6,1,7,2.0794415416798357,0,1,2,0,7,52,3.970291913552122,1,1,2,3,2,4,1.6094379124341003,1,1,4,4,4,0,0,1,1,4,1,1,79.0
78,4.3694478524670215,1,0,3,1,8,5,1.791759469228055,0,2,0,5,5,73,4.30406509320417,0,1,3,3,3,4,1.6094379124341003,1,1,4,4,4,0,0,2,1,4,1,0,98.0
40,3.713572066704308,1,1,0,5,0,9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,1,1,1,3,1,1,3,335.0
49,3.912023005428146,0,1,4,0,9,5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,1,1,1,4,2,1,0,143.0
90,4.51085950651685,1,0,0,6,0,5,1.791759469228055,0,2,0,5,5,89,4.499809670330265,0,2,4,5,9,2,1.0986122886681098,1,2,2,2,2,0,0,2,3,5,1,2,272.0
27,3.332204510175204,0,0,2,6,7,8,2.1972245773362196,1,2,3,1,8,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,0,0,2,0,2,1,3,199.0
87,4.477336814478207,0,0,2,3,7,3,1.3862943611198906,0,0,3,3,3,64,4.174387269895637,1,1,4,1,4,2,1.0986122886681098,1,2,2,2,2,0,0,1,4,0,1,2,133.0
27,3.332204510175204,0,0,2,6,7,6,1.9459101490553132,1,0,1,6,6,79,4.382026634673881,0,1,4,2,9,2,1.0986122886681098,1,2,2,2,2,0,0,1,3,2,1,1,4.0
38,3.6635616461296463,1,2,3,3,8,2,1.0986122886681098,1,2,2,2,2,41,3.7376696182833684,0,2,1,6,1,1,0.6931471805599453,0,1,1,1,1,0,0,1,0,0,1,4,35.0
63,4.1588830833596715,0,0,3,0,3,4,1.6094379124341003,1,1,4,4,4,41,3.7376696182833684,0,2,1,6,1,2,1.0986122886681098,1,2,2,2,2,0,0,0,3,5,1,1,170.0
38,3.6635616461296463,1,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,1,1,1,4,1,1,92.0
25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,72,4.290459441148391,1,0,2,2,2,1,0.6931471805599453,0,1,1,1,1,0,0,1,6,6,1,4,78.0
97,4.584967478670572,0,1,2,6,7,5,1.791759469228055,0,2,0,5,5,42,3.7612001156935624,1,0,2,0,2,9,2.302585092994046,0,0,4,2,9,1,1,1,6,5,1,0,107.0
97,4.584967478670572,0,1,2,6,7,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,1,1,5,5,1,0,247.0
72,4.290459441148391,1,0,2,2,2,6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,0,0,0,2,5,1,3,398.0
87,4.477336814478207,0,0,2,3,7,5,1.791759469228055,0,2,0,5,5,74,4.31748811353631,1,2,4,4,4,4,1.6094379124341003,1,1,4,4,4,0,0,0,6,3,1,0,139.0
71,4.276666119016055,0,2,1,1,1,3,1.3862943611198906,0,0,3,3,3,89,4.499809670330265,0,2,4,5,9,2,1.0986122886681098,1,2,2,2,2,0,0,2,4,3,1,0,35.0
63,4.1588830833596715,0,0,3,0,3,4,1.6094379124341003,1,1,4,4,4,26,3.295836866004329,1,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,1,1,1,3,1,1,1,44.0
61,4.127134385045092,0,1,1,5,1,5,1.791759469228055,0,2,0,5,5,36,3.6109179126442243,1,0,1,1,6,5,1.791759469228055,0,2,0,5,5,0,0,2,6,5,1,1,125.0
42,3.7612001156935624,1,0,2,0,2,6,1.9459101490553132,1,0,1,6,6,70,4.2626798770413155,1,1,0,0,0,1,0.6931471805599453,0,1,1,1,1,1,1,1,6,3,1,4,182.0
66,4.204692619390966,1,0,1,3,6,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,1,1,1,6,1,1,2,442.0
22,3.1354942159291497,1,1,2,1,2,9,2.302585092994046,0,0,4,2,9,31,3.4657359027997265,0,1,1,3,1,5,1.791759469228055,0,2,0,5,5,1,1,1,6,4,1,0,43.0
32,3.4965075614664802,1,2,2,4,2,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,1,1,0,3,4,1,0,83.0
28,3.367295829986474,1,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,37,3.6375861597263857,0,1,2,2,7,1,0.6931471805599453,0,1,1,1,1,0,0,1,6,4,1,3,187.0
47,3.871201010907891,0,2,2,5,7,7,2.0794415416798357,0,1,2,0,7,49,3.912023005428146,0,1,4,0,9,2,1.0986122886681098,1,2,2,2,2,0,0,0,3,1,1,1,231.0
84,4.442651256490317,1,0,4,0,4,2,1.0986122886681098,1,2,2,2,2,79,4.382026634673881,0,1,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,1,1,0,2,1,3,10.0
48,3.8918202981106265,1,0,3,6,8,5,1.791759469228055,0,2,0,5,5,45,3.828641396489095,0,0,0,3,5,3,1.3862943611198906,0,0,3,3,3,0,0,1,0,2,1,3,105.0
28,3.367295829986474,1,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,0,0,1,0,2,1,2,148.0
74,4.31748811353631,1,2,4,4,4,8,2.1972245773362196,1,2,3,1,8,58,4.07753744390572,1,1,3,2,8,3,1.3862943611198906,0,0,3,3,3,0,0,0,0,5,1,0,418.0
74,4.31748811353631,1,2,4,4,4,3,1.3862943611198906,0,0,3,3,3,26,3.295836866004329,1,2,1,5,6,1,0.6931471805599453,0,1,1,1,1,0,0,2,6,5,1,3,196.0
59,4.0943445622221,0,2,4,3,9,3,1.3862943611198906,0,0,3,3,3,54,4.007333185232471,1,0,4,5,4,1,0.6931471805599453,0,1,1,1,1,0,0,2,4,1,1,4,123.0
60,4.110873864173311,1,0,0,4,0,7,2.0794415416798357,0,1,2,0,7,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,0,1,6,6,1,1,1,4,1,1,1,342.0
69,4.248495242049359,0,0,4,6,9,9,2.302585092994046,0,0,4,2,9,58,4.07753744390572,1,1,3,2,8,5,1.791759469228055,0,2,0,5,5,1,1,0,6,3,1,0,331.0
99,4.605170185988092,0,0,4,1,9,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,0,0,1,2,3,1,1,72.0
100,4.61512051684126,1,1,0,2,0,7,2.0794415416798357,0,1,2,0,7,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,0,0,1,5,1,1,2,508.0
84,4.442651256490317,1,0,4,0,4,9,2.302585092994046,0,0,4,2,9,97,4.584967478670572,0,1,2,6,7,3,1.3862943611198906,0,0,3,3,3,0,0,1,2,5,1,2,465.0
33,3.5263605246161616,0,0,3,5,3,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,0,0,0,6,0,1,3,39.0
66,4.204692619390966,1,0,1,3,6,6,1.9459101490553132,1,0,1,6,6,86,4.465908118654584,1,2,1,2,6,4,1.6094379124341003,1,1,4,4,4,1,1,0,3,5,2,1,52.0
47,3.871201010907891,0,2,2,5,7,4,1.6094379124341003,1,1,4,4,4,43,3.784189633918261,0,1,3,1,3,2,1.0986122886681098,1,2,2,2,2,1,1,0,0,2,1,1,102.0
58,4.07753744390572,1,1,3,2,8,7,2.0794415416798357,0,1,2,0,7,17,2.8903717578961645,0,2,2,3,7,9,2.302585092994046,0,0,4,2,9,0,0,2,5,5,1,0,253.0
41,3.7376696182833684,0,2,1,6,1,4,1.6094379124341003,1,1,4,4,4,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,1,1,1,3,4,1,0,32.0
65,4.189654742026425,0,2,0,2,5,4,1.6094379124341003,1,1,4,4,4,95,4.564348191467836,0,2,0,4,5,2,1.0986122886681098,1,2,2,2,2,1,1,0,0,5,1,1,70.0
39,3.6888794541139363,0,0,4,4,9,6,1.9459101490553132,1,0,1,6,6,71,4.276666119016055,0,2,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,1,1,5,2,1,2,21.0
21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,48,3.8918202981106265,1,0,3,6,8,1,0.6931471805599453,0,1,1,1,1,1,1,1,2,6,1,5,15.0
50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,93,4.543294782270004,0,0,3,2,3,1,0.6931471805599453,0,1,1,1,1,0,0,2,6,5,1,3,107.0
79,4.382026634673881,0,1,4,2,9,4,1.6094379124341003,1,1,4,4,4,55,4.02535169073515,0,1,0,6,5,3,1.3862943611198906,0,0,3,3,3,1,1,1,2,0,1,0,151.0
61,4.127134385045092,0,1,1,5,1,8,2.1972245773362196,1,2,3,1,8,35,3.58351893845611,0,2,0,0,5,2,1.0986122886681098,1,2,2,2,2,0,0,2,3,2,1,1,418.0
99,4.605170185988092,0,0,4,1,9,3,1.3862943611198906,0,0,3,3,3,54,4.007333185232471,1,0,4,5,4,2,1.0986122886681098,1,2,2,2,2,0,0,1,3,0,1,3,189.0
87,4.477336814478207,0,0,2,3,7,8,2.1972245773362196,1,2,3,1,8,28,3.367295829986474,1,1,3,0,8,1,0.6931471805599453,0,1,1,1,1,0,0,0,1,0,1,3,668.0
51,3.9512437185814275,0,0,1,2,1,9,2.302585092994046,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,6,1.9459101490553132,1,0,1,6,6,0,0,1,1,2,1,0,345.0
68,4.23410650459726,1,2,3,5,8,5,1.791759469228055,0,2,0,5,5,58,4.07753744390572,1,1,3,2,8,4,1.6094379124341003,1,1,4,4,4,0,0,1,3,5,1,1,108.0
57,4.060443010546419,0,0,2,1,7,8,2.1972245773362196,1,2,3,1,8,29,3.4011973816621555,0,2,4,1,9,5,1.791759469228055,0,2,0,5,5,1,1,0,5,4,1,0,311.0
90,4.51085950651685,1,0,0,6,0,2,1.0986122886681098,1,2,2,2,2,92,4.532599493153256,1,2,2,1,2,1,0.6931471805599453,0,1,1,1,1,1,1,1,4,5,1,5,88.0
53,3.9889840465642745,0,2,3,4,3,5,1.791759469228055,0,2,0,5,5,36,3.6109179126442243,1,0,1,1,6,5,1.791759469228055,0,2,0,5,5,1,1,2,0,1,1,1,85.0
77,4.356708826689592,0,2,2,0,7,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,1,1,1,2,0,1,2,596.0
77,4.356708826689592,0,2,2,0,7,7,2.0794415416798357,0,1,2,0,7,58,4.07753744390572,1,1,3,2,8,7,2.0794415416798357,0,1,2,0,7,0,0,0,5,4,1,3,133.0
30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,1,1,0,3,2,1,1,34.0
75,4.330733340286331,0,0,0,5,5,6,1.9459101490553132,1,0,1,6,6,72,4.290459441148391,1,0,2,2,2,6,1.9459101490553132,1,0,1,6,6,0,0,1,3,0,3,3,18.0
85,4.454347296253507,0,1,0,1,5,8,2.1972245773362196,1,2,3,1,8,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,0,0,1,3,6,1,1,550.0
72,4.290459441148391,1,0,2,2,2,7,2.0794415416798357,0,1,2,0,7,92,4.532599493153256,1,2,2,1,2,2,1.0986122886681098,1,2,2,2,2,1,1,0,0,5,1,2,320.0
42,3.7612001156935624,1,0,2,0,2,9,2.302585092994046,0,0,4,2,9,85,4.454347296253507,0,1,0,1,5,3,1.3862943611198906,0,0,3,3,3,0,0,1,1,4,1,2,123.0
43,3.784189633918261,0,1,3,1,3,3,1.3862943611198906,0,0,3,3,3,63,4.1588830833596715,0,0,3,0,3,1,0.6931471805599453,0,1,1,1,1,1,1,2,1,4,1,4,66.0
76,4.343805421853684,1,1,1,6,6,3,1.3862943611198906,0,0,3,3,3,64,4.174387269895637,1,1,4,1,4,2,1.0986122886681098,1,2,2,2,2,0,0,0,4,5,1,2,100.0
91,4.5217885770490405,0,1,1,0,1,9,2.302585092994046,0,0,4,2,9,53,3.9889840465642745,0,2,3,4,3,7,2.0794415416798357,0,1,2,0,7,0,0,0,0,5,1,1,448.0
79,4.382026634673881,0,1,4,2,9,4,1.6094379124341003,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,8,2.1972245773362196,1,2,3,1,8,0,0,2,5,5,1,1,212.0
93,4.543294782270004,0,0,3,2,3,6,1.9459101490553132,1,0,1,6,6,89,4.499809670330265,0,2,4,5,9,5,1.791759469228055,0,2,0,5,5,1,1,0,1,6,1,0,113.0
43,3.784189633918261,0,1,3,1,3,9,2.302585092994046,0,0,4,2,9,64,4.174387269895637,1,1,4,1,4,2,1.0986122886681098,1,2,2,2,2,0,0,1,1,2,1,1,259.0
36,3.6109179126442243,1,0,1,1,6,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,1,1,1,0,2,2,4,120.0
