slot_agent_name,slot_activity,slot_object_noun,slot_total_size,slot_total_size_abs_log1p,slot_total_size_is_even,slot_total_size_mod3,slot_total_size_mod5,slot_total_size_mod7,slot_total_size_mod10,slot_data_unit,slot_rate_value,slot_rate_value_abs_log1p,slot_rate_value_is_even,slot_rate_value_mod3,slot_rate_value_mod5,slot_rate_value_mod7,slot_rate_value_mod10,slot_p_percent,slot_p_percent_abs_log1p,slot_p_percent_is_even,slot_p_percent_mod3,slot_p_percent_mod7,slot_p_percent_mod10,slot_platform_name,slot_reason,slot_downtime,slot_downtime_abs_log1p,slot_downtime_is_even,slot_downtime_mod3,slot_downtime_mod5,slot_downtime_mod7,slot_downtime_mod10,gcd_all,n_multiple_pairs,y
9,2,6,200,5.303304908059076,1,2,0,4,0,0,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,3,0,5,1,34,3.5553480614894135,1,1,4,6,4,2,2,89.0
5,0,6,40,3.713572066704308,1,1,0,5,0,0,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,0,3,44,3.8066624897703196,1,2,4,2,4,2,4,68.0
1,2,1,175,5.170483995038151,0,1,0,0,5,1,7,2.0794415416798357,0,1,2,0,7,80,4.394449154672439,1,2,3,0,2,3,18,2.9444389791664403,1,0,3,4,8,1,1,63.0
2,1,6,300,5.707110264748875,1,0,0,6,0,1,10,2.3978952727983707,1,1,0,3,0,90,4.51085950651685,1,0,6,0,3,4,37,3.6375861597263857,0,1,2,2,7,1,2,94.0
7,0,4,160,5.081404364984463,1,1,0,6,0,1,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,4,5,4,1,39,3.6888794541139363,0,0,4,4,9,1,1,59.0
6,0,3,195,5.278114659230517,0,0,0,6,5,1,3,1.3862943611198906,0,0,3,3,3,80,4.394449154672439,1,2,3,0,2,0,44,3.8066624897703196,1,2,4,2,4,1,1,161.0
5,0,0,390,5.968707559985366,1,0,0,5,0,1,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,1,1,38,3.6635616461296463,1,2,3,3,8,2,1,129.0
9,0,2,1530,7.333676395657684,1,0,0,4,0,1,9,2.302585092994046,0,0,4,2,9,30,3.4339872044851463,1,0,2,0,1,4,57,4.060443010546419,0,0,2,1,7,3,2,278.0
1,0,6,280,5.638354669333745,1,1,0,0,0,0,7,2.0794415416798357,0,1,2,0,7,90,4.51085950651685,1,0,6,0,3,1,42,3.7612001156935624,1,0,2,0,2,1,2,118.0
2,2,2,540,6.293419278846481,1,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,1,0,4,0,5,2,50,3.9318256327243257,1,2,0,1,0,2,3,194.0
8,3,3,175,5.170483995038151,0,1,0,0,5,0,5,1.791759469228055,0,2,0,5,5,80,4.394449154672439,1,2,3,0,0,0,36,3.6109179126442243,1,0,1,1,6,1,2,99.0
2,0,3,480,6.175867270105761,1,0,0,4,0,0,10,2.3978952727983707,1,1,0,3,0,75,4.330733340286331,0,0,5,5,0,3,26,3.295836866004329,1,2,1,5,6,1,1,110.0
2,3,6,450,6.111467339502679,1,0,0,2,0,1,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,2,0,4,2,38,3.6635616461296463,1,2,3,3,8,1,3,155.0
7,3,0,720,6.580639137284949,1,0,0,6,0,1,9,2.302585092994046,0,0,4,2,9,60,4.110873864173311,1,0,4,0,5,1,38,3.6635616461296463,1,2,3,3,8,1,2,166.0
3,0,5,1360,7.215975002651466,1,1,0,2,0,1,8,2.1972245773362196,1,2,3,1,8,90,4.51085950651685,1,0,6,0,4,1,46,3.8501476017100584,1,1,1,4,6,2,1,369.0
0,3,3,120,4.795790545596741,1,0,0,1,0,0,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,3,0,4,0,12,2.5649493574615367,1,0,2,5,2,2,4,34.0
2,3,4,40,3.713572066704308,1,1,0,5,0,1,2,1.0986122886681098,1,2,2,2,2,90,4.51085950651685,1,0,6,0,5,1,33,3.5263605246161616,0,0,3,5,3,1,2,71.0
9,0,1,750,6.621405651764134,1,0,0,1,0,1,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,3,0,5,5,23,3.1780538303479458,0,2,3,2,3,1,3,188.0
7,1,3,255,5.545177444479562,0,0,0,3,5,1,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,4,4,54,4.007333185232471,1,0,4,5,4,1,2,173.0
7,2,2,200,5.303304908059076,1,2,0,4,0,0,5,1.791759469228055,0,2,0,5,5,60,4.110873864173311,1,0,4,0,5,2,29,3.4011973816621555,0,2,4,1,9,1,2,93.0
7,3,6,120,4.795790545596741,1,0,0,1,0,1,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,3,0,0,1,30,3.4339872044851463,1,0,0,2,0,1,6,162.0
4,3,1,225,5.420534999272286,0,0,0,1,5,0,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,1,3,33,3.5263605246161616,0,0,3,5,3,1,2,123.0
7,3,0,120,4.795790545596741,1,0,0,1,0,0,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,4,5,5,0,48,3.8918202981106265,1,0,3,6,8,1,1,63.0
4,0,2,510,6.236369590203704,1,0,0,6,0,0,6,1.9459101490553132,1,0,1,6,6,80,4.394449154672439,1,2,3,0,2,3,12,2.5649493574615367,1,0,2,5,2,2,2,165.0
4,0,4,1040,6.947937068614969,1,2,0,4,0,1,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,3,0,1,2,5,1.791759469228055,0,2,0,5,5,1,4,148.0
3,0,5,144,4.976733742420574,1,0,4,4,4,0,9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,4,5,5,2,44,3.8066624897703196,1,2,4,2,4,1,1,64.0
3,3,0,200,5.303304908059076,1,2,0,4,0,0,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,3,5,30,3.4339872044851463,1,0,0,2,0,2,4,150.0
6,3,1,600,6.398594934535208,1,0,0,5,0,1,10,2.3978952727983707,1,1,0,3,0,80,4.394449154672439,1,2,3,0,0,0,57,4.060443010546419,0,0,2,1,7,1,2,165.0
5,3,1,144,4.976733742420574,1,0,4,4,4,1,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,4,3,22,3.1354942159291497,1,1,2,1,2,1,2,112.0
4,3,0,720,6.580639137284949,1,0,0,6,0,1,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,2,0,2,3,47,3.871201010907891,0,2,2,5,7,1,3,203.0
2,1,4,360,5.8888779583328805,1,0,0,3,0,1,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,3,0,1,1,6,1.9459101490553132,1,0,1,6,6,2,3,105.0
1,1,4,225,5.420534999272286,0,0,0,1,5,1,9,2.302585092994046,0,0,4,2,9,60,4.110873864173311,1,0,4,0,2,3,56,4.04305126783455,1,2,1,0,6,1,1,96.0
6,1,6,720,6.580639137284949,1,0,0,6,0,0,8,2.1972245773362196,1,2,3,1,8,80,4.394449154672439,1,2,3,0,1,3,45,3.828641396489095,0,0,0,3,5,1,4,207.0
6,2,0,120,4.795790545596741,1,0,0,1,0,0,4,1.6094379124341003,1,1,4,4,4,80,4.394449154672439,1,2,3,0,2,0,47,3.871201010907891,0,2,2,5,7,1,2,101.0
0,0,6,120,4.795790545596741,1,0,0,1,0,0,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,6,0,2,4,26,3.295836866004329,1,2,1,5,6,2,2,50.0
6,1,6,300,5.707110264748875,1,0,0,6,0,0,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,6,0,1,4,22,3.1354942159291497,1,1,2,1,2,1,2,142.0
9,1,2,280,5.638354669333745,1,1,0,0,0,0,7,2.0794415416798357,0,1,2,0,7,50,3.9318256327243257,1,2,1,0,1,3,47,3.871201010907891,0,2,2,5,7,1,1,107.0
3,1,6,300,5.707110264748875,1,0,0,6,0,1,10,2.3978952727983707,1,1,0,3,0,40,3.713572066704308,1,1,5,0,3,1,20,3.044522437723423,1,2,0,6,0,10,5,62.0
4,0,6,390,5.968707559985366,1,0,0,5,0,0,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,6,0,1,3,48,3.8918202981106265,1,0,3,6,8,2,2,126.0
8,3,2,200,5.303304908059076,1,2,0,4,0,1,2,1.0986122886681098,1,2,2,2,2,80,4.394449154672439,1,2,3,0,5,0,54,4.007333185232471,1,0,4,5,4,2,3,234.0
7,1,0,1800,7.496097345175956,1,0,0,1,0,0,10,2.3978952727983707,1,1,0,3,0,90,4.51085950651685,1,0,6,0,3,5,43,3.784189633918261,0,1,3,1,3,1,3,385.0
0,3,5,48,3.8918202981106265,1,0,3,6,8,1,6,1.9459101490553132,1,0,1,6,6,50,3.9318256327243257,1,2,1,0,0,5,30,3.4339872044851463,1,0,0,2,0,2,2,42.0
4,2,5,560,6.329720905522696,1,2,0,0,0,0,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,3,0,4,3,53,3.9889840465642745,0,2,3,4,3,1,2,141.0
4,0,1,95,4.564348191467836,0,2,0,4,5,0,1,0.6931471805599453,0,1,1,1,1,60,4.110873864173311,1,0,4,0,1,0,20,3.044522437723423,1,2,0,6,0,1,4,172.0
