slot_company_name,slot_sector,slot_month1_name,slot_month2_name,slot_employees_hired,slot_employees_hired_abs_log1p,slot_employees_hired_is_even,slot_employees_hired_mod3,slot_employees_hired_mod5,slot_employees_hired_mod7,slot_employees_hired_mod10,slot_hourly_wage,slot_hourly_wage_abs_log1p,slot_hourly_wage_is_even,slot_hourly_wage_mod3,slot_hourly_wage_mod5,slot_hourly_wage_mod7,slot_hourly_wage_mod10,slot_hours_per_week,slot_hours_per_week_abs_log1p,slot_hours_per_week_is_even,slot_hours_per_week_mod3,slot_hours_per_week_mod5,slot_hours_per_week_mod7,slot_hours_per_week_mod10,slot_weeks_in_month,slot_weeks_in_month_abs_log1p,slot_weeks_in_month_is_even,slot_weeks_in_month_mod3,slot_weeks_in_month_mod5,slot_weeks_in_month_mod7,slot_weeks_in_month_mod10,slot_expired_num,slot_expired_num_abs_log1p,slot_expired_num_is_even,slot_expired_num_mod3,slot_expired_num_mod5,slot_expired_num_mod7,slot_expired_num_mod10,slot_expired_den,slot_expired_den_abs_log1p,slot_expired_den_is_even,slot_expired_den_mod3,slot_expired_den_mod5,slot_expired_den_mod7,slot_expired_den_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
2,1,0,0,16,2.833213344056216,1,1,1,2,6,34,3.5553480614894135,1,1,4,6,4,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,5,1,8,150960.0
2,0,2,2,68,4.23410650459726,1,2,3,5,8,30,3.4339872044851463,1,0,0,2,0,38,3.6635616461296463,1,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,3,2,8,465120.0
1,1,5,5,105,4.663439094112067,0,0,0,0,5,18,2.9444389791664403,1,0,3,4,8,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1,5,362880.0
3,2,3,3,156,5.056245805348308,1,0,1,2,6,23,3.1780538303479458,0,2,3,2,3,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,4,1,8,956800.0
3,2,0,0,176,5.176149732573829,1,2,1,1,6,35,3.58351893845611,0,2,0,0,5,42,3.7612001156935624,1,0,2,0,2,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,2,1,4,1293600.0
5,3,10,10,48,3.8918202981106265,1,0,3,6,8,38,3.6635616461296463,1,2,3,3,8,34,3.5553480614894135,1,1,4,6,4,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,5,1,5,434112.0
7,2,1,1,250,5.5254529391317835,1,1,0,5,0,36,3.6109179126442243,1,0,1,1,6,35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,5,1,3,1386000.0
7,3,9,9,56,4.04305126783455,1,2,1,0,6,13,2.6390573296152584,0,1,3,6,3,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,4,1,7,131040.0
3,4,8,8,210,5.351858133476067,1,0,0,0,0,15,2.772588722239781,0,0,0,1,5,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,1,1,3,606060.0
0,0,2,2,60,4.110873864173311,1,0,0,4,0,29,3.4011973816621555,0,2,4,1,9,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,10,417600.0
3,1,10,10,240,5.484796933490655,1,0,0,2,0,36,3.6109179126442243,1,0,1,1,6,46,3.8501476017100584,1,1,1,4,6,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,1,1,4,1748736.0
6,7,11,11,24,3.2188758248682006,1,0,4,3,4,29,3.4011973816621555,0,2,4,1,9,46,3.8501476017100584,1,1,1,4,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,4,1,8,224112.0
7,1,6,6,200,5.303304908059076,1,2,0,4,0,11,2.4849066497880004,0,2,1,4,1,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,5,1,4,369600.0
4,1,10,10,80,4.394449154672439,1,2,0,3,0,37,3.6375861597263857,0,1,2,2,7,44,3.8066624897703196,1,2,4,2,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,2,1,8,1172160.0
1,0,7,7,30,3.4339872044851463,1,0,0,2,0,12,2.5649493574615367,1,0,2,5,2,47,3.871201010907891,0,2,2,5,7,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,2,1,3,81216.0
2,0,11,11,56,4.04305126783455,1,2,1,0,6,31,3.4657359027997265,0,1,1,3,1,34,3.5553480614894135,1,1,4,6,4,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,5,1,3,295120.0
6,5,8,8,150,5.017279836814924,1,0,0,3,0,20,3.044522437723423,1,2,0,6,0,41,3.7376696182833684,0,2,1,6,1,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,5,1,5,738000.0
7,6,2,2,45,3.828641396489095,0,0,0,3,5,17,2.8903717578961645,0,2,2,3,7,34,3.5553480614894135,1,1,4,6,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,1,8,216750.0
0,2,5,5,264,5.579729825986222,1,0,4,5,4,24,3.2188758248682006,1,0,4,3,4,32,3.4965075614664802,1,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,1,4,11,1081344.0
7,4,5,5,6,1.9459101490553132,1,0,1,6,6,19,2.995732273553991,0,1,4,5,9,47,3.871201010907891,0,2,2,5,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,7,32148.0
6,6,8,8,90,4.51085950651685,1,0,0,6,0,25,3.258096538021482,0,1,0,4,5,48,3.8918202981106265,1,0,3,6,8,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,0,1,6,576000.0
4,6,10,10,192,5.262690188904886,1,0,2,3,2,38,3.6635616461296463,1,2,3,3,8,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,5,2,9,2247168.0
6,7,0,0,145,4.983606621708336,0,1,0,5,5,37,3.6375861597263857,0,1,2,2,7,49,3.912023005428146,0,1,4,0,9,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,4,1,3,1577310.0
0,4,5,5,40,3.713572066704308,1,1,0,5,0,32,3.4965075614664802,1,2,2,4,2,40,3.713572066704308,1,1,0,5,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,13,307200.0
7,3,6,6,152,5.030437921392435,1,2,2,5,2,14,2.70805020110221,1,2,4,0,4,47,3.871201010907891,0,2,2,5,7,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,5,1,4,450072.0
2,1,10,10,60,4.110873864173311,1,0,0,4,0,40,3.713572066704308,1,1,0,5,0,41,3.7376696182833684,0,2,1,6,1,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4,1,10,590400.0
0,7,11,11,36,3.6109179126442243,1,0,1,1,6,24,3.2188758248682006,1,0,4,3,4,34,3.5553480614894135,1,1,4,6,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4,1,8,220320.0
5,3,1,1,26,3.295836866004329,1,2,1,5,6,14,2.70805020110221,1,2,4,0,4,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,9,65520.0
3,1,4,4,6,1.9459101490553132,1,0,1,6,6,19,2.995732273553991,0,1,4,5,9,42,3.7612001156935624,1,0,2,0,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,1,6,25536.0
2,3,9,9,180,5.198497031265826,1,0,0,5,0,35,3.58351893845611,0,2,0,0,5,39,3.6888794541139363,0,0,4,4,9,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,2,1,4,1392300.0
3,0,5,5,125,4.836281906951478,0,2,0,6,5,30,3.4339872044851463,1,0,0,2,0,44,3.8066624897703196,1,2,4,2,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4,1,6,1155000.0
2,7,11,11,76,4.343805421853684,1,1,1,6,6,16,2.833213344056216,1,1,1,2,6,47,3.871201010907891,0,2,2,5,7,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,1,9,342912.0
1,3,10,10,65,4.189654742026425,0,2,0,2,5,35,3.58351893845611,0,2,0,0,5,38,3.6635616461296463,1,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1,3,414960.0
7,5,0,0,48,3.8918202981106265,1,0,3,6,8,19,2.995732273553991,0,1,4,5,9,49,3.912023005428146,0,1,4,0,9,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1,4,223440.0
3,0,11,11,48,3.8918202981106265,1,0,3,6,8,34,3.5553480614894135,1,1,4,6,4,41,3.7376696182833684,0,2,1,6,1,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,0,1,9,401472.0
2,2,10,10,52,3.970291913552122,1,1,2,3,2,30,3.4339872044851463,1,0,0,2,0,35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,1,7,327600.0
6,1,10,10,40,3.713572066704308,1,1,0,5,0,37,3.6375861597263857,0,1,2,2,7,43,3.784189633918261,0,1,3,1,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,5,1,8,381840.0
2,5,0,0,48,3.8918202981106265,1,0,3,6,8,17,2.8903717578961645,0,2,2,3,7,31,3.4657359027997265,0,1,1,3,1,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,1,4,134912.0
1,4,6,6,276,5.6240175061873385,1,0,1,3,6,25,3.258096538021482,0,1,0,4,5,39,3.6888794541139363,0,0,4,4,9,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,4,1,6,1883700.0
6,1,7,7,228,5.43372200355424,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,46,3.8501476017100584,1,1,1,4,6,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,0,2,6,1258560.0
6,7,8,8,60,4.110873864173311,1,0,0,4,0,29,3.4011973816621555,0,2,4,1,9,49,3.912023005428146,0,1,4,0,9,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,4,1,4,724710.0
4,2,2,2,120,4.795790545596741,1,0,0,1,0,20,3.044522437723423,1,2,0,6,0,35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,4,1,8,560000.0
2,3,4,4,39,3.6888794541139363,0,0,4,4,9,21,3.091042453358316,0,0,1,0,1,43,3.784189633918261,0,1,3,1,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,0,1,7,234780.0
0,2,2,2,69,4.248495242049359,0,0,4,6,9,34,3.5553480614894135,1,1,4,6,4,33,3.5263605246161616,0,0,3,5,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4,1,7,516120.0
1,1,4,4,252,5.53338948872752,1,0,2,0,2,31,3.4657359027997265,0,1,1,3,1,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,2,1,4,1637916.0
4,6,7,7,90,4.51085950651685,1,0,0,6,0,34,3.5553480614894135,1,1,4,6,4,41,3.7376696182833684,0,2,1,6,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,1,3,752760.0
1,5,5,5,22,3.1354942159291497,1,1,2,1,2,28,3.367295829986474,1,1,3,0,8,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1,10,184800.0
6,6,2,2,150,5.017279836814924,1,0,0,3,0,38,3.6635616461296463,1,2,3,3,8,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,0,1,9,1368000.0
7,0,7,7,114,4.74493212836325,1,0,4,2,4,33,3.5263605246161616,0,0,3,5,3,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,0,1,6,1020756.0
2,4,0,0,10,2.3978952727983707,1,1,0,3,0,36,3.6109179126442243,1,0,1,1,6,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,0,1,6,72576.0
2,7,10,10,170,5.14166355650266,1,2,0,2,0,31,3.4657359027997265,0,1,1,3,1,47,3.871201010907891,0,2,2,5,7,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,0,1,1,1684292.0
3,7,0,0,34,3.5553480614894135,1,1,4,6,4,18,2.9444389791664403,1,0,3,4,8,31,3.4657359027997265,0,1,1,3,1,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,0,1,8,113832.0
6,3,10,10,54,4.007333185232471,1,0,4,5,4,14,2.70805020110221,1,2,4,0,4,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,1,7,151200.0
2,5,1,1,240,5.484796933490655,1,0,0,2,0,27,3.332204510175204,0,0,2,6,7,45,3.828641396489095,0,0,0,3,5,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,0,1,3,1312200.0
2,3,8,8,36,3.6109179126442243,1,0,1,1,6,33,3.5263605246161616,0,0,3,5,3,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,0,1,3,201960.0
2,6,5,5,288,5.666426688112432,1,0,3,1,8,28,3.367295829986474,1,1,3,0,8,41,3.7376696182833684,0,2,1,6,1,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,12,2.5649493574615367,1,0,2,5,2,2,1,2,2341920.0
6,0,7,7,20,3.044522437723423,1,2,0,6,0,18,2.9444389791664403,1,0,3,4,8,41,3.7376696182833684,0,2,1,6,1,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,1,5,94464.0
3,2,5,5,87,4.477336814478207,0,0,2,3,7,24,3.2188758248682006,1,0,4,3,4,38,3.6635616461296463,1,2,3,3,8,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4,1,8,528960.0
4,3,2,2,88,4.48863636973214,1,1,3,4,8,31,3.4657359027997265,0,1,1,3,1,33,3.5263605246161616,0,0,3,5,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,1,1,6,540144.0
4,3,11,11,132,4.890349128221754,1,0,2,6,2,29,3.4011973816621555,0,2,4,1,9,32,3.4965075614664802,1,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,4,1,8,898304.0
3,0,1,1,6,1.9459101490553132,1,0,1,6,6,29,3.4011973816621555,0,2,4,1,9,50,3.9318256327243257,1,2,0,1,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,1,8,52200.0
