slot_first_player,slot_second_player,slot_move1,slot_move1_abs_log1p,slot_move1_is_even,slot_move1_mod3,slot_move1_mod5,slot_move1_mod7,slot_move1_mod10,slot_move2,slot_move2_abs_log1p,slot_move2_is_even,slot_move2_mod3,slot_move2_mod5,slot_move2_mod7,slot_move2_mod10,slot_upper_limit,slot_upper_limit_abs_log1p,slot_upper_limit_is_even,slot_upper_limit_mod3,slot_upper_limit_mod5,slot_upper_limit_mod7,slot_upper_limit_mod10,gcd_all,n_multiple_pairs,y
4,1,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1073,6.97914527506881,0,2,3,2,3,1,0,488.0
3,3,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,2011,7.60688453121963,0,1,1,2,1,1,0,894.0
0,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1907,7.553810852008231,0,2,2,3,7,1,0,763.0
2,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3442,8.144098463338524,1,1,2,5,2,1,1,1148.0
2,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,3862,8.259199362666282,1,1,2,5,2,1,2,1931.0
1,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2359,7.7664168980196555,0,1,4,0,9,1,2,943.0
4,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2026,7.614312146452,1,1,1,3,6,1,1,811.0
0,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,3230,8.080546965824498,1,2,0,3,0,1,3,1615.0
4,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4799,8.476371196895983,0,2,4,4,9,1,0,1919.0
2,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2325,7.75190533307861,0,0,0,1,5,1,3,1162.0
3,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3140,8.052296499538647,1,2,0,4,0,1,1,1256.0
3,4,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,4113,8.322151070212902,0,0,3,4,3,1,1,1646.0
4,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,422,6.0473721790462776,1,2,2,2,2,1,3,140.0
2,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3267,8.091933455979893,0,0,2,5,7,3,2,1089.0
4,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2655,7.884576510596324,0,0,0,2,5,1,1,1138.0
3,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4292,8.36474106822456,1,2,2,1,2,1,1,1717.0
4,4,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,3961,8.284504227258497,0,1,1,6,1,1,2,1697.0
1,4,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1647,7.4073177104694174,0,0,2,2,7,1,0,732.0
1,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2221,7.706162970199576,0,1,1,2,1,1,0,953.0
0,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,4814,8.479491324232226,1,2,4,5,4,1,2,1925.0
2,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,2847,7.954372272531867,0,0,2,5,7,3,2,950.0
1,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3832,8.251403065380556,1,1,2,3,2,1,3,1277.0
0,0,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,713,6.570882962339584,0,2,3,6,3,1,2,305.0
3,1,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,3328,8.110427237575024,1,1,3,3,8,1,1,1479.0
1,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1228,7.113956109566034,1,1,3,3,8,1,3,409.0
3,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,4303,8.36730010184162,0,1,3,5,3,1,1,1435.0
0,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,2930,7.983098940710892,1,2,0,4,0,1,1,977.0
3,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3131,8.049427057110695,0,2,1,2,1,1,0,1253.0
2,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1753,7.469654172932128,0,1,3,3,3,1,0,701.0
1,1,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,751,6.62273632394984,0,1,1,2,1,1,2,375.0
0,2,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,4636,8.441822884391462,1,1,1,2,6,2,2,1855.0
1,2,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,504,6.22455842927536,1,0,4,0,4,2,3,252.0
1,4,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,4267,8.358900612421644,0,1,2,4,7,1,1,1707.0
3,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2881,7.966239776559467,0,1,1,4,1,1,1,961.0
4,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,652,6.481577129276431,1,1,2,1,2,1,1,261.0
0,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1545,7.343426229147367,0,0,0,5,5,1,1,618.0
1,3,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2408,7.786967002614872,1,2,3,0,8,2,3,963.0
2,4,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,2373,7.772331575169614,0,0,3,0,3,1,1,1055.0
1,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1244,7.126890808898808,1,2,4,5,4,1,3,497.0
4,0,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1350,7.208600337960199,1,0,0,6,0,2,2,540.0
3,4,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,4013,8.297543529356284,0,2,3,2,3,1,0,1783.0
1,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,409,6.016157159698354,0,1,4,3,9,1,1,137.0
0,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,4943,8.505929999137527,0,2,3,1,3,1,0,2119.0
1,4,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,1916,7.558516743045645,1,2,1,5,6,1,1,959.0
1,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2211,7.701652362642226,0,0,1,6,1,1,1,1105.0
1,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,4660,8.446985296372741,1,1,0,5,0,1,3,1864.0
2,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4572,8.427924723658055,1,0,2,1,2,1,3,2286.0
3,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,457,6.126869184114185,0,1,2,2,7,1,1,153.0
4,4,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,3598,8.188411308079031,1,1,3,0,8,1,2,1599.0
3,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1581,7.366445148327599,0,0,1,6,1,1,1,593.0
0,4,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1660,7.415175109613295,1,1,0,1,0,1,2,711.0
1,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3758,8.231908243564177,1,2,3,6,8,1,2,1879.0
4,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2424,7.793586803371584,1,0,4,2,4,2,3,808.0
2,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,318,5.765191102784844,1,0,3,3,8,1,1,136.0
4,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1866,7.532088143541722,1,0,1,4,6,1,3,933.0
0,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1974,7.5883236773352225,1,0,4,0,4,3,3,659.0
0,1,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,724,6.586171654854675,1,1,4,3,4,1,2,362.0
3,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2944,7.987864096085687,1,1,4,4,4,1,2,1472.0
4,3,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,3387,8.127995055771946,0,0,2,6,7,1,1,1355.0
1,1,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,701,6.553933404025811,0,2,1,1,1,1,1,350.0
1,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,2044,7.623153068476902,1,1,4,0,4,1,1,682.0
2,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,806,6.693323668269949,1,2,1,1,6,1,1,346.0
4,4,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,4086,8.315566483564277,1,0,1,5,6,2,2,1635.0
1,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2226,7.708410667257367,1,0,1,0,6,2,2,742.0
3,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,604,6.405228458030842,1,1,4,2,4,1,2,302.0
4,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2145,7.671360923190644,0,0,0,3,5,1,1,920.0
4,2,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,1986,7.594381242551817,1,0,1,5,6,3,2,993.0
0,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,2201,7.697121317282625,0,2,1,3,1,1,1,734.0
2,1,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,525,6.26530121273771,0,0,0,0,5,1,1,239.0
0,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2218,7.704811922932594,1,1,3,6,8,2,2,1109.0
3,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2675,7.892078421248119,0,2,0,1,5,1,1,1147.0
3,1,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,788,6.670766320845874,1,2,3,4,8,1,1,351.0
3,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,2596,7.862112211662748,1,1,1,6,6,1,1,866.0
1,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,586,6.375024819828097,1,1,1,5,6,1,1,235.0
1,3,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,875,6.775366090936392,0,2,0,0,5,1,1,351.0
1,3,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1079,6.984716320118266,0,2,4,1,9,1,0,431.0
1,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2679,7.893572073504902,0,0,4,5,9,1,1,1148.0
2,2,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,2195,7.694392802629421,0,2,0,4,5,1,0,998.0
2,3,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,476,6.1675164908883415,1,2,1,0,6,1,2,204.0
4,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1852,7.52456122628536,1,1,2,4,2,1,0,695.0
4,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2857,7.957877358489813,0,1,2,1,7,1,1,1429.0
3,3,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1396,7.242082359256962,1,1,1,3,6,2,2,559.0
3,4,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2528,7.835579246669965,1,2,3,1,8,2,3,1011.0
