slot_rows,slot_rows_abs_log1p,slot_rows_is_even,slot_rows_mod3,slot_rows_mod5,slot_rows_mod7,slot_rows_mod10,slot_cols,slot_cols_abs_log1p,slot_cols_is_even,slot_cols_mod3,slot_cols_mod5,slot_cols_mod7,slot_cols_mod10,slot_color1,slot_color2,slot_supply1,slot_supply1_abs_log1p,slot_supply1_is_even,slot_supply1_mod3,slot_supply1_mod5,slot_supply1_mod7,slot_supply1_mod10,slot_supply2,slot_supply2_abs_log1p,slot_supply2_is_even,slot_supply2_mod3,slot_supply2_mod5,slot_supply2_mod7,slot_supply2_mod10,gcd_all,n_multiple_pairs,y
6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,6,6,27,3.332204510175204,0,0,2,6,7,20,3.044522437723423,1,2,0,6,0,1,2,374.0
5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,5,6,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,3,2.0
5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,7,0,20,3.044522437723423,1,2,0,6,0,17,2.8903717578961645,0,2,2,3,7,1,2,62.0
7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,7,51,3.9512437185814275,0,0,1,2,1,55,4.02535169073515,0,1,0,6,5,1,0,1766.0
4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,5,25,3.258096538021482,0,1,0,4,5,31,3.4657359027997265,0,1,1,3,1,1,1,198.0
3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,7,5,16,2.833213344056216,1,1,1,2,6,13,2.6390573296152584,0,1,3,6,3,1,1,86.0
5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,6,3,23,3.1780538303479458,0,2,3,2,3,25,3.258096538021482,0,1,0,4,5,1,1,182.0
1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,7,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,6,2.0
6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,5,7,55,4.02535169073515,0,1,0,6,5,31,3.4657359027997265,0,1,1,3,1,1,1,1862.0
1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,6,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,4,2.0
5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,0,1,18,2.9444389791664403,1,0,3,4,8,16,2.833213344056216,1,1,1,2,6,1,1,182.0
4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,1,20,3.044522437723423,1,2,0,6,0,14,2.70805020110221,1,2,4,0,4,1,1,86.0
7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,4,0,9,2.302585092994046,0,0,4,2,9,13,2.6390573296152584,0,1,3,6,3,1,3,2.0
1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,6,1,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,1,3,2.0
4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,5,23,3.1780538303479458,0,2,3,2,3,18,2.9444389791664403,1,0,3,4,8,1,1,198.0
2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6,7,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,1,5,14.0
7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,7,6,12,2.5649493574615367,1,0,2,5,2,13,2.6390573296152584,0,1,3,6,3,1,3,2.0
1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,5,5,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,1,6,2.0
6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,4,4,54,4.007333185232471,1,0,4,5,4,63,4.1588830833596715,0,0,3,0,3,1,2,7814.0
6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,0,3,43,3.784189633918261,0,1,3,1,3,38,3.6635616461296463,1,2,3,3,8,1,0,1862.0
3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,6,26,3.295836866004329,1,2,1,5,6,17,2.8903717578961645,0,2,2,3,7,1,0,182.0
6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,5,4,19,2.995732273553991,0,1,4,5,9,23,3.1780538303479458,0,2,3,2,3,1,1,126.0
4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,6,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,4,2.0
5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,3,8,56,4.04305126783455,1,2,1,0,6,33,3.5263605246161616,0,0,3,5,3,1,0,1862.0
6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,7,0,36,3.6109179126442243,1,0,1,1,6,27,3.332204510175204,0,0,2,6,7,3,4,374.0
1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,0,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,6,2.0
2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,1,6,2.0
5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,2,4,20,3.044522437723423,1,2,0,6,0,24,3.2188758248682006,1,0,4,3,4,1,3,422.0
5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,8,0,46,3.8501476017100584,1,1,1,4,6,33,3.5263605246161616,0,0,3,5,3,1,1,902.0
2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,3,2,13,2.6390573296152584,0,1,3,6,3,22,3.1354942159291497,1,1,2,1,2,1,2,126.0
2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,5,2,12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,2,5,30.0
2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,4,0,27,3.332204510175204,0,0,2,6,7,16,2.833213344056216,1,1,1,2,6,1,1,254.0
5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,7,8,20,3.044522437723423,1,2,0,6,0,19,2.995732273553991,0,1,4,5,9,1,2,62.0
5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,6,7,34,3.5553480614894135,1,1,4,6,4,43,3.784189633918261,0,1,3,1,3,1,0,1862.0
5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,6,6,22,3.1354942159291497,1,1,2,1,2,31,3.4657359027997265,0,1,1,3,1,1,0,422.0
3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,6,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,6,2.0
4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,0,18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,0,1,5,1,2,86.0
6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,5,62,4.143134726391533,1,2,2,6,2,48,3.8918202981106265,1,0,3,6,8,1,1,7814.0
1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,7,7,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,1,6,2.0
7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,3,0,97,4.584967478670572,0,1,2,6,7,61,4.127134385045092,0,1,1,5,1,1,1,15878.0
5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,4,3,30,3.4339872044851463,1,0,0,2,0,24,3.2188758248682006,1,0,4,3,4,1,2,422.0
2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,2,3,17,2.8903717578961645,0,2,2,3,7,14,2.70805020110221,1,2,4,0,4,1,2,254.0
6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,4,5,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,1,3,2.0
5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,6,4,38,3.6635616461296463,1,2,3,3,8,42,3.7612001156935624,1,0,2,0,2,1,1,1862.0
4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,8,8,40,3.713572066704308,1,1,0,5,0,25,3.258096538021482,0,1,0,4,5,1,3,422.0
7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,6,6,21,3.091042453358316,0,0,1,0,1,36,3.6109179126442243,1,0,1,1,6,1,3,758.0
4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,2,1,37,3.6375861597263857,0,1,2,2,7,51,3.9512437185814275,0,0,1,2,1,1,0,1766.0
3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,8,7,21,3.091042453358316,0,0,1,0,1,34,3.5553480614894135,1,1,4,6,4,1,2,374.0
4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,4,12,2.5649493574615367,1,0,2,5,2,13,2.6390573296152584,0,1,3,6,3,1,3,30.0
4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,6,8,23,3.1780538303479458,0,2,3,2,3,21,3.091042453358316,0,0,1,0,1,1,1,86.0
1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,7,8,14,2.70805020110221,1,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,1,4,2.0
7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,6,3,51,3.9512437185814275,0,0,1,2,1,59,4.0943445622221,0,2,4,3,9,1,0,3782.0
1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,8,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,4,2.0
2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,1,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,1,6.0
1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,0,5,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,1,4,2.0
7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,1,0,69,4.248495242049359,0,0,4,6,9,48,3.8918202981106265,1,0,3,6,8,1,1,7814.0
5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,0,1,57,4.060443010546419,0,0,2,1,7,39,3.6888794541139363,0,0,4,4,9,1,0,1862.0
5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,3,25,3.258096538021482,0,1,0,4,5,15,2.772588722239781,0,0,0,1,5,1,3,182.0
7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,6,5,45,3.828641396489095,0,0,0,3,5,47,3.871201010907891,0,2,2,5,7,1,1,3782.0
2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,0,0,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,1,2,14.0
5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,3,1,57,4.060443010546419,0,0,2,1,7,51,3.9512437185814275,0,0,1,2,1,1,0,1862.0
6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,6,3,42,3.7612001156935624,1,0,2,0,2,54,4.007333185232471,1,0,4,5,4,1,2,1862.0
1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,6,8,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,3,2.0
1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,8,2,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,1,6,2.0
1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,6,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,6,2.0
2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,6,15,2.772588722239781,0,0,0,1,5,13,2.6390573296152584,0,1,3,6,3,1,1,30.0
1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,4,2.0
5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,0,4,27,3.332204510175204,0,0,2,6,7,16,2.833213344056216,1,1,1,2,6,1,1,182.0
6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,8,7,60,4.110873864173311,1,0,0,4,0,68,4.23410650459726,1,2,3,5,8,2,3,3846.0
3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,8,8,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,1,1,14.0
2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,7,5,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,1,3,30.0
2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,0,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,4,2.0
4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,7,4,40,3.713572066704308,1,1,0,5,0,34,3.5553480614894135,1,1,4,6,4,2,1,870.0
7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,5,0,51,3.9512437185814275,0,0,1,2,1,72,4.290459441148391,1,0,2,2,2,1,1,15878.0
6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,4,8,48,3.8918202981106265,1,0,3,6,8,79,4.382026634673881,0,1,4,2,9,1,1,7814.0
4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,6,2,34,3.5553480614894135,1,1,4,6,4,37,3.6375861597263857,0,1,2,2,7,1,0,870.0
1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,8,3,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,1,4,2.0
5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,3,5,30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,1,3,422.0
7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,1,6,11,2.4849066497880004,0,2,1,4,1,13,2.6390573296152584,0,1,3,6,3,1,3,2.0
5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,4,2,39,3.6888794541139363,0,0,4,4,9,59,4.0943445622221,0,2,4,3,9,1,0,1862.0
5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,2,4,38,3.6635616461296463,1,2,3,3,8,32,3.4965075614664802,1,2,2,4,2,1,0,1862.0
2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,0,3,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,3,6.0
7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,5,8,66,4.204692619390966,1,0,1,3,6,43,3.784189633918261,0,1,3,1,3,1,0,3782.0
6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,3,1,43,3.784189633918261,0,1,3,1,3,41,3.7376696182833684,0,2,1,6,1,1,0,870.0
1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,5,4,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,1,3,2.0
1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,0,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,1,6,2.0
4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,3,0,27,3.332204510175204,0,0,2,6,7,31,3.4657359027997265,0,1,1,3,1,1,1,198.0
4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,7,4,15,2.772588722239781,0,0,0,1,5,17,2.8903717578961645,0,2,2,3,7,1,1,86.0
7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,6,5,60,4.110873864173311,1,0,0,4,0,48,3.8918202981106265,1,0,3,6,8,1,1,3782.0
2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,5,5,27,3.332204510175204,0,0,2,6,7,22,3.1354942159291497,1,1,2,1,2,1,1,254.0
6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,2,4,42,3.7612001156935624,1,0,2,0,2,62,4.143134726391533,1,2,2,6,2,2,3,3846.0
1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3,0,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,6,2.0
7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,3,5,86,4.465908118654584,1,2,1,2,6,81,4.406719247264253,0,0,1,4,1,1,1,15878.0
4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,5,40,3.713572066704308,1,1,0,5,0,31,3.4657359027997265,0,1,1,3,1,1,2,422.0
5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,5,8,49,3.912023005428146,0,1,4,0,9,32,3.4965075614664802,1,2,2,4,2,1,0,1862.0
1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,6,6,10,2.3978952727983707,1,1,0,3,0,14,2.70805020110221,1,2,4,0,4,1,4,2.0
3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,3,2.0
7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,7,2,25,3.258096538021482,0,1,0,4,5,24,3.2188758248682006,1,0,4,3,4,1,1,254.0
5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,7,7,39,3.6888794541139363,0,0,4,4,9,59,4.0943445622221,0,2,4,3,9,1,0,3782.0
7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,8,7,26,3.295836866004329,1,2,1,5,6,35,3.58351893845611,0,2,0,0,5,1,1,758.0
5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,4,8,35,3.58351893845611,0,2,0,0,5,33,3.5263605246161616,0,0,3,5,3,1,3,902.0
7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,5,0,69,4.248495242049359,0,0,4,6,9,91,4.5217885770490405,0,1,1,0,1,1,3,15878.0
1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4,8,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,1,4,2.0
4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,7,5,16,2.833213344056216,1,1,1,2,6,17,2.8903717578961645,0,2,2,3,7,1,1,86.0
4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,2,20,3.044522437723423,1,2,0,6,0,37,3.6375861597263857,0,1,2,2,7,1,2,422.0
5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,7,1,49,3.912023005428146,0,1,4,0,9,38,3.6635616461296463,1,2,3,3,8,1,1,902.0
1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,1,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,4,2.0
3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,5,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,1,3,38.0
1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,8,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,6,2.0
1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,6,1,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,4,2.0
3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,3,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,1,3,14.0
3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,6,2,14,2.70805020110221,1,2,4,0,4,15,2.772588722239781,0,0,0,1,5,1,3,38.0
5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,0,3,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,4,2.0
7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,3,8,2.1972245773362196,1,2,3,1,8,13,2.6390573296152584,0,1,3,6,3,1,3,2.0
4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,8,1,29,3.4011973816621555,0,2,4,1,9,26,3.295836866004329,1,2,1,5,6,1,0,870.0
7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,4,5,73,4.30406509320417,0,1,3,3,3,86,4.465908118654584,1,2,1,2,6,1,1,15878.0
5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,5,40,3.713572066704308,1,1,0,5,0,29,3.4011973816621555,0,2,4,1,9,1,3,902.0
7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,2,1,26,3.295836866004329,1,2,1,5,6,19,2.995732273553991,0,1,4,5,9,1,1,254.0
6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,1,4,2.0
4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,5,3,33,3.5263605246161616,0,0,3,5,3,37,3.6375861597263857,0,1,2,2,7,1,0,870.0
7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,3,7,38,3.6635616461296463,1,2,3,3,8,38,3.6635616461296463,1,2,3,3,8,1,1,1766.0
1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,7,6,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,4,2.0
7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,4,1,15,2.772588722239781,0,0,0,1,5,25,3.258096538021482,0,1,0,4,5,1,0,254.0
7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,7,4,53,3.9889840465642745,0,2,3,4,3,45,3.828641396489095,0,0,0,3,5,1,0,7814.0
1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,6,3,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,1,4,2.0
4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,2,6,49,3.912023005428146,0,1,4,0,9,56,4.04305126783455,1,2,1,0,6,1,3,1766.0
7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,8,0,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,1,3,2.0
6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,5,5,47,3.871201010907891,0,2,2,5,7,27,3.332204510175204,0,0,2,6,7,1,0,870.0
1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,3,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,4,2.0
